2.497918401332219958e+02,-1.318937674167758138e-02,3.279930965409408650e+00,8.243227272727270929e+02,6.562593992576715607e+00,0.000000000000000000e+00,-3.542434520561515456e-03
2.460217925452410270e+02,-5.929763384637545126e-03,3.263897902638261961e+00,8.557862093044404901e+02,6.730712500365918061e+00,3.601929076410550934e+00,8.574210522942982832e-03
2.423157999034989700e+02,9.888137785483970370e-04,3.248400767873701245e+00,8.853878953507407914e+02,6.888642128731725656e+00,7.149992090410342449e+00,2.000968678133944328e-02
2.386723180134748077e+02,7.579410512042670384e-03,3.233408270041089771e+00,9.132225954766990981e+02,7.036899403305160838e+00,1.064521670652148622e+01,3.079902905511735373e-02
2.350898729568249905e+02,1.385460460909995056e-02,3.218891061089648620e+00,9.393794344427378746e+02,7.175969915026001900e+00,1.408859125181807315e+01,4.097516549385896156e-02
2.315670563552308465e+02,1.982651375761466592e-02,3.204821591223515842e+00,9.639422775282174598e+02,7.306310637564173760e+00,1.748106714035342790e+01,5.056907531619692087e-02
2.281025210190130679e+02,2.550681255184713420e-02,3.191173977288448871e+00,9.869901173759350286e+02,7.428352032552608009e+00,2.082356112288399785e+01,5.960993210073384924e-02
2.246949767352008394e+02,3.090674923005992322e-02,3.177923875888163607e+00,1.008597426226782886e+03,7.542499962361918442e+00,2.411695747260272782e+01,6.812523486836573328e-02
2.213431868950123089e+02,3.603716076023366632e-02,3.165048385147448240e+00,1.028834478115433512e+03,7.649137450148383088e+00,2.736210978862846943e+01,7.614092643927043713e-02
2.180459649529755382e+02,4.090848825867897387e-02,3.152525940970139828e+00,1.047767643493870537e+03,7.748626281170398755e+00,3.055984288005135596e+01,8.368150286831638196e-02
2.148021710547072303e+02,4.553079179850220287e-02,3.140336217870974167e+00,1.065459657268173714e+03,7.841308456810131666e+00,3.371095455514686989e+01,9.077011342041182984e-02
2.116107094286078905e+02,4.991376393941269335e-02,3.128460056754107654e+00,1.081969867323752624e+03,7.927507554256826516e+00,3.681621707595193982e+01,9.742865155674301780e-02
2.084705253119697375e+02,5.406674374308250569e-02,3.116879374576959627e+00,1.097354459219747014e+03,8.007529941207026880e+00,3.987637879040465094e+01,1.036778393687599609e-01
2.053806027090667214e+02,5.799872930917743252e-02,3.105577103684155738e+00,1.111666665843346891e+03,8.081665923036199572e+00,4.289216540574982162e+01,1.095373043110777489e-01
2.023399619096205981e+02,6.171839041835261441e-02,3.094537121080625841e+00,1.124956957898463088e+03,8.150190775998622073e+00,4.586428134181448257e+01,1.150256502737521808e-01
1.993476573981381250e+02,6.523408044491181557e-02,3.083744191350691999e+00,1.137273221030092145e+03,8.213365713004861846e+00,4.879341091104284800e+01,1.201605229148948184e-01
1.964027757701648795e+02,6.855384798204895713e-02,3.073183908776797146e+00,1.148660918056072887e+03,8.271438764930728382e+00,5.168021947945319283e+01,1.249586699859263489e-01
1.935044339051596296e+02,7.168544788564872039e-02,3.062842647768224236e+00,1.159163239504601506e+03,8.324645600811665602e+00,5.452535450375772541e+01,1.294359969494074114e-01
1.906517771882671752e+02,7.463635200591516028e-02,3.052707514203333083e+00,1.168821242192333784e+03,8.373210281112854148e+00,5.732944653455991357e+01,1.336076184407274381e-01
1.878439778945641194e+02,7.741375947075765374e-02,3.042766301885983182e+00,1.177673977799710201e+03,8.417345957561524372e+00,6.009311013896143550e+01,1.374879058762309703e-01
1.850802336912722126e+02,8.002460656133875139e-02,3.033007452307628693e+00,1.185758611925535661e+03,8.457255521205546245e+00,6.281694475829521451e+01,1.410905315290006679e-01
1.823597662563289248e+02,8.247557620581591475e-02,3.023420017870158460e+00,1.193110534656586196e+03,8.493132204630979842e+00,6.550153550500067468e+01,1.444285094119284740e-01
1.796818198474474855e+02,8.477310734108052526e-02,3.013993622793511573e+00,1.199763462260799542e+03,8.525160132761884668e+00,6.814745397233492952e+01,1.475142333357300217e-01
1.770456602266554569e+02,8.692340350217606093e-02,3.004718435550526756e+00,1.205749533230042744e+03,8.553514848512151048e+00,7.075525887292150173e+01,1.503595120407252850e-01
1.744505733904296676e+02,8.893244155341563373e-02,2.995585134222830792e+00,1.211099396127061482e+03,8.578363788080029195e+00,7.332549675876069273e+01,1.529756021488470064e-01
1.718958646070307452e+02,9.080597968388542940e-02,2.986584881607013742e+00,1.215842292475188970e+03,8.599866733968189791e+00,7.585870259019905859e+01,1.553732385798761995e-01
1.693808573434812104e+02,9.254956544566109167e-02,2.977709296342055723e+00,1.220006133245080491e+03,8.618176229567218627e+00,7.835540035171680984e+01,1.575626631301181857e-01
1.669048923748453319e+02,9.416854326474967396e-02,2.968950429476044484e+00,1.223617570599000146e+03,8.633437970161784492e+00,8.081610357263119226e+01,1.595536509625239963e-01
1.644673269145991128e+02,9.566806176335623801e-02,2.960300741405960334e+00,1.226702064800797643e+03,8.645791166886482415e+00,8.324131583274073876e+01,1.613555354164613875e-01
1.620675337725776899e+02,9.705308086673093693e-02,2.951753079352326115e+00,1.229283946586667298e+03,8.655368885390192446e+00,8.563153124907753977e+01,1.629772312236925924e-01
1.597049006496025640e+02,9.832837846687901562e-02,2.943300658817301407e+00,1.231386475759916721e+03,8.662298365525275656e+00,8.798723488993840647e+01,1.644272560915581438e-01
1.573788293619334127e+02,9.949855711238293765e-02,2.934937042641761362e+00,1.233031895752082391e+03,8.666701316884601880e+00,9.030890322058375830e+01,1.657137511194136659e-01
1.550887352448318950e+02,1.005680501374867086e-01,2.926656125241089423e+00,1.234241484984837598e+03,8.668694199313891957e+00,9.259700445302061667e+01,1.668444996751991816e-01
1.528340464749560397e+02,1.015411278741210899e-01,2.918452114250386309e+00,1.235035604889595788e+03,8.668388483060866179e+00,9.485199893530463555e+01,1.678269453573828507e-01
1.506142035305855700e+02,1.024219033811751556e-01,2.910319516015569263e+00,1.235433745016147441e+03,8.665890894748175199e+00,9.707433946487968512e+01,1.686682086309253537e-01
1.484286586114309330e+02,1.032143381792236247e-01,2.902253119798642089e+00,1.235454565430362891e+03,8.661303647305372166e+00,9.926447162156587467e+01,1.693751026506568336e-01
1.462768751582299274e+02,1.039222475881973751e-01,2.894247984664179985e+00,1.235115936502758586e+03,8.654724656747850631e+00,1.014228340439397300e+02,1.699541479626064389e-01
1.441583274294048920e+02,1.045493057950916266e-01,2.886299427855127053e+00,1.234434976333564919e+03,8.646247746493111563e+00,1.035498586726060637e+02,1.704115862704259632e-01
1.420724999301100979e+02,1.050990512665872789e-01,2.878403008986801126e+00,1.233428086202557097e+03,8.635962838096698846e+00,1.056459710735604887e+02,1.707533938912574878e-01
1.400188870531756038e+02,1.055748914179242270e-01,2.870554519982841946e+00,1.232110983695168215e+03,8.623956132230173210e+00,1.077115906422185105e+02,1.709852939213199474e-01
1.379969927555332561e+02,1.059801070757814545e-01,2.862749975895917398e+00,1.230498733931557581e+03,8.610310279474838069e+00,1.097471307861623444e+02,1.711127676780485884e-01
1.360063300809917735e+02,1.063178573497331608e-01,2.854985601504067994e+00,1.228605779448530257e+03,8.595104541053025571e+00,1.117529991931492930e+02,1.711410660494819269e-01
1.340464208721243153e+02,1.065911837846910959e-01,2.847257822907744984e+00,1.226445967944556287e+03,8.578414940422852908e+00,1.137295979908032848e+02,1.710752196813606907e-01
1.321167954924329422e+02,1.068030143930372849e-01,2.839563259343846457e+00,1.224032578534405502e+03,8.560314406593002801e+00,1.156773238994246782e+02,1.709200486373374794e-01
1.302169924295607757e+02,1.069561680315663371e-01,2.831898711902117505e+00,1.221378347142458551e+03,8.540872910772563387e+00,1.175965684534637887e+02,1.706801720343015527e-01
1.283465580681200038e+02,1.070533580828021969e-01,2.824261156536676420e+00,1.218495489861328451e+03,8.520157594049276639e+00,1.194877181228228835e+02,1.703600166114682402e-01
1.265050464547112625e+02,1.070971960886706459e-01,2.816647736859975826e+00,1.215395725189727955e+03,8.498232888619316583e+00,1.213511544383105871e+02,1.699638249362853404e-01
1.246920189718928498e+02,1.070901956745582417e-01,2.809055754672290295e+00,1.212090295749284223e+03,8.475160634757299860e+00,1.231872541712312170e+02,1.694956636291693186e-01
1.229070441553780597e+02,1.070347758251771614e-01,2.801482664011500923e+00,1.208589988068294815e+03,8.451000188936104607e+00,1.249963894267836935e+02,1.689594306238720312e-01
1.211496974937645348e+02,1.069332641650715815e-01,2.793926064774328033e+00,1.204905151561438061e+03,8.425808527161493089e+00,1.267789277478042038e+02,1.683588621909321847e-01
1.194195611600659106e+02,1.067879004677757954e-01,2.786383694717358583e+00,1.201045717169808540e+03,8.399640345445849476e+00,1.285352322601873993e+02,1.676975399858942062e-01
1.177162238646673700e+02,1.066008395758212268e-01,2.778853424354641444e+00,1.197021214227969040e+03,8.372548151970789831e+00,1.302656617438442197e+02,1.669788972418367878e-01
1.160392806848069256e+02,1.063741543624908414e-01,2.771333251316228097e+00,1.192840786776840332e+03,8.344582355809645691e+00,1.319705707181937555e+02,1.662062248197579972e-01
1.143883328422548118e+02,1.061098388802568376e-01,2.763821293538246238e+00,1.188513209682153047e+03,8.315791353871693659e+00,1.336503095602425901e+02,1.653826772940459600e-01
1.127629875845426994e+02,1.058098109610050991e-01,2.756315784851765205e+00,1.184046903075867704e+03,8.286221609786197817e+00,1.353052245580313695e+02,1.645112782581546751e-01
1.111628580347243513e+02,1.054759149145518549e-01,2.748815069884481765e+00,1.179449946522242271e+03,8.255917730832509349e+00,1.369356579841673920e+02,1.635949255960298665e-01
1.095875629845802166e+02,1.051099244644889685e-01,2.741317597735155154e+00,1.174730093267030497e+03,8.224922544623300524e+00,1.385419482057043297e+02,1.626363968883427491e-01
1.080367268478756984e+02,1.047135448116883610e-01,2.733821919243371479e+00,1.169894782098632504e+03,8.193277164414954683e+00,1.401244296924573405e+02,1.616383536927425424e-01
1.065099795394519333e+02,1.042884150279277250e-01,2.726326682644493182e+00,1.164951149580135052e+03,8.161021055568145499e+00,1.416834330729485316e+02,1.606033460906350074e-01
1.050069563696870887e+02,1.038361103193987250e-01,2.718830629600476279e+00,1.159906041625800299e+03,8.128192098529991583e+00,1.432192851809325305e+02,1.595338169778799942e-01
1.035272977780997508e+02,1.033581451141594443e-01,2.711332587756803303e+00,1.154766026682478241e+03,8.094826658842656286e+00,1.447323092059739338e+02,1.584321072039720779e-01
1.020706492627099351e+02,1.028559750431028014e-01,2.703831467616199191e+00,1.149537405978290735e+03,8.060959643127644014e+00,1.462228247184607710e+02,1.573004593369720927e-01
1.006366614403065682e+02,1.023309981651205069e-01,2.696326262311858901e+00,1.144226221733078091e+03,8.026624545264537502e+00,1.476911476108013517e+02,1.561410204820704306e-01
9.922498989191258545e+01,1.017845573058813319e-01,2.688816042724992528e+00,1.138838267714739686e+03,7.991853503086360000e+00,1.491375901773486135e+02,1.549558463037530864e-01
