0.000000000000000000e+00,2.484863024065099513e+00
1.070831608959271417e-02,2.485217491248910893e+00
4.215314044318267672e-02,2.486258379306517607e+00
9.337806925673049208e-02,2.487954029314128235e+00
1.635048110762557794e-01,2.490275368026640290e+00
2.517255802379832486e-01,2.493195656084944201e+00
3.572963473289216818e-01,2.496690264592347663e+00
4.795308631740443084e-01,2.500736477296316984e+00
6.177953248784582296e-01,2.505313314023558391e+00
7.715037112647841200e-01,2.510401376273440288e+00
9.401135121374480930e-01,2.515982705847902068e+00
1.123121976721702220e+00,2.522040660667105527e+00
1.320062740125773848e+00,2.528559803098424208e+00
1.530502787508148277e+00,2.535525799464167562e+00
1.754039720729477780e+00,2.542925329562164105e+00
1.990299312670187337e+00,2.550746005708665276e+00
2.238933265467054845e+00,2.558976298531388416e+00
2.499617203380175567e+00,2.567605470529304768e+00
2.772048853664557999e+00,2.576623515855764879e+00
3.055946394652980125e+00,2.586021105636658213e+00
3.351046944501709923e+00,2.595789537944805048e+00
3.657105193419733169e+00,2.605920692523942428e+00
3.973892150871892515e+00,2.616406989318585286e+00
4.301194003018443901e+00,2.627241350652932184e+00
4.638811068640837476e+00,2.638417166669877467e+00
4.986556841092276926e+00,2.649928263617610025e+00
5.344257111602821908e+00,2.661768874829214759e+00
5.711749161632379668e+00,2.673933613987912850e+00
6.088881009853283288e+00,2.686417450200631496e+00
6.475510755463762536e+00,2.699215686260342917e+00
6.871505920732487560e+00,2.712323936882942821e+00
7.276742885455277587e+00,2.725738109986604041e+00
7.691106352855603845e+00,2.739454389011999780e+00
8.114488835453400384e+00,2.753469215903496803e+00
8.546790220363648771e+00,2.767779276719658288e+00
8.987917319512229497e+00,2.782381486744462951e+00
9.437783490789852792e+00,2.797272977946725359e+00
9.896308264503868912e+00,2.812451086614887963e+00
1.036341699972210328e+01,2.827913341981296291e+00
1.083904057659534814e+01,2.843657456037443687e+00
1.132311508845437587e+01,2.859681313341754905e+00
1.181558157780860974e+01,2.875982962280596578e+00
1.231638577189234240e+01,2.892560606314321880e+00
1.282547784582900618e+01,2.909412596137519014e+00
1.334281220027464698e+01,2.926537422318554515e+00
1.386834724849312295e+01,2.943933708251328607e+00
1.440204522863298564e+01,2.961600203941256115e+00
1.494387200610914057e+01,2.979535779463691192e+00
1.549379689845649466e+01,2.997739419166230324e+00
1.605179254265147293e+01,3.016210217276775740e+00
1.661783472762432012e+01,3.034947372359356077e+00
1.719190223700005760e+01,3.053950182108527756e+00
1.777397672776204374e+01,3.073218039332887841e+00
1.836404262463799952e+01,3.092750428459041245e+00
1.896208697015235245e+01,3.112546920568017850e+00
1.956809931957648629e+01,3.132607169917922540e+00
2.018207165534261094e+01,3.152930911110846335e+00
2.080399827367114440e+01,3.173517955340008356e+00
2.143387568605594851e+01,3.194368187128715952e+00
2.207170253923368008e+01,3.215481561681180267e+00
2.271747953894294980e+01,3.236858102358795453e+00
2.337120935632475494e+01,3.258497897581794422e+00
2.403289655739148856e+01,3.280401098494538203e+00
2.470254754273997122e+01,3.302567916969880724e+00
2.538017047135425130e+01,3.324998623086898863e+00
2.606577519626471684e+01,3.347693543001068583e+00
2.675937320980624889e+01,3.370653057132198427e+00
2.746097758813320056e+01,3.393877598327769363e+00
2.817060293067747523e+01,3.417367649858861878e+00
2.888826531106521145e+01,3.441123743795406309e+00
2.961398223383447359e+01,3.465146459573448023e+00
3.034777258210467465e+01,3.489436422262893966e+00
3.108965657363199497e+01,3.513994301112863372e+00
3.183965572515255360e+01,3.538820808371368365e+00
3.259779280854870365e+01,3.563916697834330627e+00
3.336409180744204406e+01,3.589282763408725874e+00
3.413857788122610515e+01,3.614919837921980683e+00
3.492127732765818848e+01,3.640828791883700344e+00
3.571221757027974064e+01,3.667010533069244183e+00
3.651142712173368921e+01,3.693466005305460431e+00
3.731893553209720693e+01,3.720196186760398760e+00
3.813477336862968770e+01,3.747202089272919423e+00
3.895897218563769115e+01,3.774484757355165421e+00
3.979156451236919168e+01,3.802045267791835936e+00
4.063258382975718774e+01,3.829884728870353250e+00
4.148206452294039082e+01,3.858004278809197718e+00
4.234004186662736657e+01,3.886405085273437088e+00
4.320655200074372004e+01,3.915088344568590006e+00
4.408163191646917767e+01,3.944055281178433514e+00
4.496531944075468346e+01,3.973307147252477023e+00
4.585765319739244461e+01,4.002845221317312685e+00
4.675867259400397558e+01,4.032670807845884831e+00
4.766841780193529132e+01,4.062785236591981430e+00
4.858692974193398584e+01,4.093189862116119571e+00
4.951425007231683395e+01,4.123886063393862322e+00
5.045042115765866697e+01,4.154875242779363376e+00
5.139548605643626900e+01,4.186158825596349331e+00
5.234948850395457498e+01,4.217738259572946014e+00
5.331247289838702130e+01,4.249615014379583222e+00
5.428448429051773161e+01,4.281790581289441455e+00
5.526556835831117809e+01,4.314266472336648839e+00
5.625577139484068567e+01,4.347044219916704755e+00
5.725514029326987497e+01,4.380125376289318417e+00
5.826372253340334595e+01,4.413511513133221875e+00
5.928156617190611399e+01,4.447204221222402332e+00
6.030871982114114616e+01,4.481205109725590496e+00
6.134523263712958396e+01,4.515515805807716276e+00
6.239115430580187649e+01,4.550137954174790167e+00
6.344653502989995530e+01,4.585073216640340732e+00
6.451142551895293309e+01,4.620323271793591147e+00
6.558587697111963166e+01,4.655889814398407545e+00
6.666994106090854189e+01,4.691774554986802848e+00
6.776366992603021799e+01,4.727979219423732893e+00
6.886711615483309856e+01,4.764505548491184683e+00
6.998033277754872472e+01,4.801355297598379757e+00
7.110337324581861651e+01,4.838530236104077176e+00
7.223629142094300448e+01,4.876032146927573585e+00
7.337914156086466733e+01,4.913862826117847860e+00
7.453197830636993615e+01,4.952024082396787819e+00
7.569485666710374971e+01,4.990517736696249429e+00
7.686783200736897470e+01,5.029345621687993706e+00
7.805096003930690074e+01,5.068509581557949950e+00
7.924429682012809906e+01,5.108011471914544188e+00
8.044789871108594070e+01,5.147853158430640619e+00
8.166182237387862131e+01,5.188036516724443103e+00
8.288612475671392588e+01,5.228563431898209934e+00
8.412086307939375729e+01,5.269435798044519892e+00
8.536609481809394140e+01,5.310655517742454812e+00
8.662187768981551983e+01,5.352224501542901969e+00
8.788826964620108129e+01,5.394144667763866252e+00
8.916532885658457985e+01,5.436417941929381215e+00
9.045311367886183973e+01,5.479046255805264387e+00
9.175168265028831627e+01,5.522031547094505832e+00
9.306109447072307717e+01,5.565375758882605162e+00
9.438140798547449606e+01,5.609080839069733315e+00
9.571268216773137283e+01,5.653148739789163990e+00
9.705497610065414449e+01,5.697581416814463395e+00
9.840834896245893049e+01,5.742380829065724335e+00
9.977286000452932058e+01,5.787548937885043543e+00
1.011485685311333782e+02,5.833087706365094327e+00
1.025355338808575283e+02,5.878999098734562168e+00
1.039338154063299697e+02,5.925285079686940293e+00
1.053434724534063918e+02,5.971947613691544809e+00
1.067645643397980706e+02,6.018988664286046841e+00
1.081971503325909367e+02,6.066410193332318457e+00
1.096412896212629562e+02,6.114214160123248476e+00
1.110970413000989510e+02,6.162402520800638328e+00
1.125644643432662093e+02,6.210977227530152689e+00
1.140436175793604008e+02,6.259940227658741030e+00
1.155345596660162215e+02,6.309293462874185465e+00
1.170373490637972935e+02,6.359038868340821438e+00
1.185520440093446126e+02,6.409178371810683394e+00
1.200787024841966115e+02,6.459713892591389062e+00
1.216173821768862666e+02,6.510647340291473739e+00
1.231681404705481384e+02,6.561980614410164669e+00
1.247310344062813101e+02,6.613715603124611597e+00
1.263061206508197643e+02,6.665854182219710822e+00
1.278934554640646155e+02,6.718398214013362235e+00
1.294930946656580204e+02,6.771349546249991747e+00
1.311050936005754011e+02,6.824710010961584139e+00
1.327295070928028622e+02,6.878481422934307865e+00
1.343663894037919420e+02,6.932665578333294221e+00
1.360157942168779357e+02,6.987264254186833945e+00
