2.497918401332220206e+00,0.000000000000000000e+00,4.481240549060805933e-01,0.000000000000000000e+00
4.435917742026949159e-04,2.480714897160966048e-01,4.686445153992783164e-01,2.249403267505686088e+00
3.087206164892615155e-08,3.270604551050105280e-01,4.510109795490306883e-01,2.170857823421122212e+00
-6.697713795973140017e-11,3.623393292995812365e-01,4.485185162920289903e-01,2.135579005783671214e+00
7.699184121725456784e-12,3.742877203893608118e-01,4.481777427199168939e-01,2.123630615073520911e+00
1.837178937707807971e-12,3.799011592997861841e-01,4.481313580588158763e-01,2.118017176146128389e+00
-1.027314244425995804e-11,3.846454971699749814e-01,4.481250481648309525e-01,2.113272838336769599e+00
-1.781145176664914301e-09,3.892631966634768625e-01,4.481241899843463883e-01,2.108655140713397991e+00
3.971238988129843925e-11,3.938550567653225642e-01,4.481240733185176683e-01,2.104063278769549683e+00
5.019060053903019720e-09,3.984347844295323404e-01,4.481240572003329925e-01,2.099483546147543844e+00
-1.229619891078992088e-10,4.030042565564836976e-01,4.481240551125454386e-01,2.094914079168697985e+00
-8.339644939229020150e-11,4.075637422571887214e-01,4.481240548330306939e-01,2.090354593437231845e+00
5.022615737853960421e-12,4.121132982121106791e-01,4.481240548698751103e-01,2.085805037393038130e+00
3.751898195748235478e-12,4.166529558569922465e-01,4.481240548935389034e-01,2.081265379749945410e+00
-5.994424442005229467e-13,4.211827312453818029e-01,4.481240549034869458e-01,2.076735604365748333e+00
-1.987014086322277136e-13,4.257026543422594012e-01,4.481240549067075363e-01,2.072215681268413157e+00
-3.052110776190886082e-12,4.302127349415797442e-01,4.481240549056139111e-01,2.067705600672733013e+00
-2.167985550310311264e-12,4.347129950415402622e-01,4.481240549045344412e-01,2.063205340572821900e+00
-1.274604056112767546e-12,4.392034574246082568e-01,4.481240549030445219e-01,2.058714878190299746e+00
-1.061248453348433239e-12,4.436841459385252873e-01,4.481240549025807818e-01,2.054234189677731415e+00
-9.925931058982542583e-14,4.481550833726659078e-01,4.481240549040518273e-01,2.049763252242148059e+00
1.059019345317123574e-13,4.526162895120526275e-01,4.481240549045664712e-01,2.045302046097857485e+00
1.487755959266702503e-13,4.570677876276235119e-01,4.481240549055632294e-01,2.040850547973189322e+00
1.529482319667548870e-13,4.615095970713599116e-01,4.481240549061082934e-01,2.036408738522787143e+00
2.791331113853865545e-14,4.659417399723319586e-01,4.481240549062254774e-01,2.031976595616994175e+00
-3.027127581645494810e-14,4.703642363737705057e-01,4.481240549064463008e-01,2.027554099210461036e+00
-4.914594557883635937e-14,4.747771075978328703e-01,4.481240549065239609e-01,2.023141227982492296e+00
-1.958942497584439534e-14,4.791803747569807759e-01,4.481240549063389422e-01,2.018737960821527011e+00
