4.995836802664450005e+01,0.000000000000000000e+00,5.168758138857309170e+00,1.056340213383259785e+00
4.740318989305924902e+01,5.995152418498134184e-02,7.416025960457111488e+00,1.060329176982204080e+00
4.495813282501625707e+01,1.922768189145666051e-01,9.073248178660540120e+00,1.070874491107958848e+00
4.260813828600412734e+01,3.749773413886857143e-01,1.030195133407462471e+01,1.085973790246689941e+00
4.034390384872077107e+01,5.930158450724072328e-01,1.121156145323782560e+01,1.104258273414485680e+00
3.815983630341087007e+01,8.356824311200439226e-01,1.187897593959521814e+01,1.124753149067370339e+00
3.605274994682869050e+01,1.095098094923433019e+00,1.235982483691366873e+01,1.146741485008840433e+00
3.402100352589674515e+01,1.365317863434260204e+00,1.269530509047459788e+01,1.169682579151028801e+00
3.206391034283896602e+01,1.641768071607015322e+00,1.291651808976078719e+01,1.193160722040831345e+00
3.018132709467226604e+01,1.920878990062433012e+00,1.304732830430786983e+01,1.216851732844768552e+00
2.837336474464459357e+01,2.199836538844562650e+00,1.310630727676963225e+01,1.240500333366942654e+00
2.664018561383085171e+01,2.476409176408591595e+00,1.310809059533180942e+01,1.263904365988959055e+00
2.498186323211623616e+01,2.748823925982441185e+00,1.306434488394358340e+01,1.286903486567278820e+00
2.339828875464220914e+01,3.015675361645733688e+00,1.298446865667216166e+01,1.309370860046877416e+00
2.188911246812912736e+01,3.275857315610679166e+00,1.287610651895122515e+01,1.331206926807710689e+00
2.045371173892619510e+01,3.528510442038150341e+00,1.274553134587224790e+01,1.352334614712251915e+00
1.909117906919072283e+01,3.772981268261798249e+00,1.259792963263798704e+01,1.372695598936935379e+00
1.780032509616618341e+01,4.008789470339498173e+00,1.243761711061349295e+01,1.392247312335988196e+00
1.657969262015212308e+01,4.235601295296238078e+00,1.226820217654119816e+01,1.410960517018229332e+00
1.542757838239275792e+01,4.453207519462470287e+00,1.209271137631388982e+01,1.428817290339069235e+00
1.434206005156668695e+01,4.661504880097014691e+00,1.191368653606602024e+01,1.445809328392668291e+00
1.332102638484090740e+01,4.860480210054101136e+00,1.173326041705052525e+01,1.461936496760051218e+00
1.236220884242541906e+01,5.050196650523536945e+00,1.155321721712894067e+01,1.477205571468186207e+00
1.146321340836858305e+01,5.230781589639996731e+00,1.137504123417497581e+01,1.491629137992602994e+00
1.062155159653955572e+01,5.402416007764494488e+00,1.119995694147471177e+01,1.505224619131086961e+00
9.834669916446404869e+00,5.565325018211957797e+00,1.102896263234091201e+01,1.518013412415341268e+00
9.099977231002025491e+00,5.719769461889666395e+00,1.086285904095205446e+01,1.530020124093797396e+00
8.414869696669883936e+00,5.866038417872439403e+00,1.070227432370286280e+01,1.541271887024063592e+00
7.776753025728303292e+00,6.004442565304224821e+00,1.054768596481904908e+01,1.551797756527856009e+00
7.183062063666700858e+00,6.135308299774474783e+00,1.039944037815109290e+01,1.561628175304579536e+00
6.631277581651556119e+00,6.258972574503443020e+00,1.025777038273996844e+01,1.570794504653844292e+00
