4.286915986394739519e+01,0.000000000000000000e+00,1.018642610585952326e+02,1.281663676466457105e+02,0.000000000000000000e+00,1.319807854198300212e-02
4.074536385824468709e+01,3.424005865697373960e-03,1.018973260962865339e+02,1.299639096915867071e+02,3.262538856205152160e-01,6.837894309109000535e-01
3.872080797733075741e+01,5.571730391734096982e-03,1.023426463102993864e+02,1.316381239698195316e+02,6.765957832848396025e-01,1.109245090844458437e+00
3.678520041127075046e+01,6.863651817579407080e-03,1.030416620722231045e+02,1.332072112686525429e+02,1.043115911478156521e+00,1.372684022580500152e+00
3.493184494615998403e+01,7.583515772623138952e-03,1.038920974885631665e+02,1.346830086487341873e+02,1.420673953931095967e+00,1.527757582910233447e+00
3.315620550035372816e+01,7.922812092766861464e-03,1.048266067765319463e+02,1.360734862144951762e+02,1.805835653129088447e+00,1.609860785157436691e+00
3.145503819263700152e+01,8.010764330001314548e-03,1.058002845246393946e+02,1.373842317040834473e+02,2.196257385432167641e+00,1.642699022627107874e+00
2.982585637568690018e+01,7.934561424267577365e-03,1.067830004589899175e+02,1.386193591290685276e+02,2.590311748313447904e+00,1.642317264747459760e+00
2.826659854681565065e+01,7.753006755209972470e-03,1.077545263454406381e+02,1.397820774810340652e+02,2.986851186626901633e+00,1.619658160524010571e+00
2.677542287364189022e+01,7.505727462961923370e-03,1.087013557972085778e+02,1.408750497612135462e+02,3.385054576067400678e+00,1.582226836940816561e+00
2.535058186113839795e+01,7.219393664663629855e-03,1.096145875055449750e+02,1.419006198226450124e+02,3.784325543936479352e+00,1.535194373128545120e+00
2.399034845764145274e+01,6.911913833301103031e-03,1.104884993089461034e+02,1.428609545721955101e+02,4.184224214342695980e+00,1.482137088914589063e+00
2.269297501520859228e+01,6.595269658696567734e-03,1.113195763396888793e+02,1.437581314172255418e+02,4.584420824740138123e+00,1.425536794909717075e+00
2.145667327718197726e+01,6.277430591034062479e-03,1.121058441394893492e+02,1.445941900120828052e+02,4.984663979803282352e+00,1.367120909155430164e+00
2.027960762565023600e+01,5.963647714402337506e-03,1.128464079690023141e+02,1.453711608910537905e+02,5.384758770849510157e+00,1.308094696338711671e+00
1.915989653802891013e+01,5.657328485386645470e-03,1.135411326188501562e+02,1.460910791021860859e+02,5.784551597275393142e+00,1.249300285411256040e+00
1.809561884962017686e+01,5.360630955433827449e-03,1.141904177638417366e+02,1.467559888246110802e+02,6.183919531081110144e+00,1.191326347239510142e+00
1.708482280238102291e+01,5.074861677363753584e-03,1.147950413480003107e+02,1.473679414687631777e+02,6.582762904664346770e+00,1.134582603067514128e+00
1.612553626169482612e+01,4.800750636181158430e-03,1.153560464819907168e+02,1.479289909522686912e+02,6.980999948525232313e+00,1.079352352091155431e+00
1.521577731931516020e+01,4.538634925510049399e-03,1.158746616196794719e+02,1.484411868399041623e+02,7.378562991149475891e+00,1.025828196850515184e+00
1.435356463272562166e+01,4.288585441585988402e-03,1.163522420743641703e+02,1.489065668522792407e+02,7.775395651761115801e+00,9.741372764879225876e-01
1.353692716773169558e+01,4.050492879391889324e-03,1.167902273414422325e+02,1.493271491983660155e+02,8.171450763584219956e+00,9.243588397086502928e-01
1.276391311165069276e+01,3.824126371155990665e-03,1.171901095177398133e+02,1.497049252074135097e+02,8.566688804639458255e+00,8.765366015130726662e-01
1.203259786448662716e+01,3.609174661263194524e-03,1.175534091863396498e+02,1.500418525899826250e+02,8.961076665519863482e+00,8.306877539454222692e-01
1.134109105543548246e+01,3.405274028382532670e-03,1.178816572863706256e+02,1.503398493772123743e+02,9.354586685656792966e+00,7.868093608283117657e-01
1.068754258406629809e+01,3.212027925710393000e-03,1.181763810498643039e+02,1.506007886637531783e+02,9.747195868934738883e+00,7.448831056958707952e-01
1.007014773849353340e+01,3.029020808830380166e-03,1.184390930295537174e+02,1.508264941428964505e+02,1.013888523469837288e+01,7.048788574511669625e-01
9.487151408139006037e+00,2.855827779904069295e-03,1.186712825771089541e+02,1.510187364324305008e+02,1.052963927532278987e+01,6.667573608695832599e-01
8.936851479428421285e+00,2.692021584235167794e-03,1.188744090969204450e+02,1.511792301460576766e+02,1.091944549059336822e+01,6.304723589000721384e-01
8.417601467297755491e+00,2.537177517679979882e-03,1.190498968249709719e+02,1.513096316605398215e+02,1.130829398866353408e+01,5.959722480473248485e-01
7.927812421156032130e+00,2.390876976410318596e-03,1.191991308086889489e+02,1.514115375607619001e+02,1.169617713977743634e+01,5.632014157267384302e-01
7.465954436063388044e+00,2.252710336506315650e-03,1.193234535214643870e+02,1.514864834290941928e+02,1.208308925843935278e+01,5.321014042293991109e-01
7.030557156538470132e+00,2.122278193934426689e-03,1.194241630798600085e+02,1.515359436105134705e+02,1.246902635800923420e+01,5.026116774306261803e-01
6.620210188114162619e+00,1.999192930951828109e-03,1.195025114175923022e+02,1.515613310318453273e+02,1.285398590530036955e+01,4.746704289338485316e-01
6.233563010251937264e+00,1.883079935009356791e-03,1.195597030771862990e+02,1.515639975092381633e+02,1.323796660539155745e+01,4.482152799532166942e-01
5.869324496635958788e+00,1.773578480048971758e-03,1.195968945156113676e+02,1.515452344163081193e+02,1.362096821172835348e+01,4.231838680312648426e-01
5.526262052142305592e+00,1.670341377240925230e-03,1.196151943301928924e+02,1.515062736902528400e+02,1.400299138236014329e+01,3.995141227478385959e-01
5.203200564129757844e+00,1.573034729612726203e-03,1.196156636411564733e+02,1.514482890128127508e+02,1.438403754735223927e+01,3.771445329601762486e-01
4.899021144764184044e+00,1.481339157477440729e-03,1.195993160192006286e+02,1.513723972206059898e+02,1.476410875824451985e+01,3.560147201971952668e-01
4.612659657971492244e+00,1.394949535723957962e-03,1.195671183105179978e+02,1.512796598810681985e+02,1.514320758370276288e+01,3.360656441854092957e-01
