1.332178778392060110e+02,-1.678811710008023400e-02,1.765963228959806486e+01,2.123946916296710796e+01,5.695253955037470561e+00,1.139999999999999694e-02
1.276921971336575155e+02,5.657835567876450672e-03,1.759903815788052484e+01,2.320381355411396029e+01,7.712934010727567902e+00,1.136203218259857102e-02
1.223651039377531191e+02,2.339378777721961775e-02,1.769736279117824296e+01,2.495218159315801998e+01,9.374755555758795822e+00,1.142642335758643074e-02
1.171925716746029167e+02,3.727313848105040517e-02,1.791283201278077541e+01,2.653814719996805849e+01,1.077106262968716877e+01,1.156626512860132149e-02
1.121459210963423487e+02,4.799341589895125826e-02,1.821772734362036417e+01,2.799704484272626814e+01,1.196158783066724496e+01,1.176370280868839664e-02
1.072068143079423095e+02,5.612551605526690940e-02,1.859264926501593607e+01,2.935297559463848316e+01,1.298750791549574934e+01,1.200623996348640192e-02
1.023641648129746358e+02,6.213728113619601534e-02,1.902337259105809508e+01,3.062277078853019674e+01,1.387817539227082619e+01,1.228471279342794285e-02
9.761211675815266631e+01,6.641259468602983551e-02,1.949902198611052739e+01,3.181836925335260347e+01,1.465510168776547140e+01,1.259211493361446672e-02
9.294865373766383243e+01,6.926688598285771215e-02,2.001096550632652438e+01,3.294831778959596136e+01,1.533443154055924751e+01,1.292288478614729563e-02
8.837459427329751804e+01,7.095973846736189361e-02,2.055211889575809536e+01,3.401876064978539915e+01,1.592854484824833428e+01,1.327245744460240143e-02
8.389283374373749780e+01,7.170515498129105547e-02,2.111649472752009160e+01,3.503411690573828707e+01,1.644713088593172046e+01,1.363697433393732360e-02
7.950775082183409381e+01,7.167991536265122532e-02,2.169890459392346571e+01,3.599756152074471771e+01,1.689793151412489891e+01,1.401309143527256287e-02
7.522472731828817416e+01,7.103038273079587128e-02,2.229475892791662162e+01,3.691137671216214500e+01,1.728726874086676446e+01,1.439785039631621792e-02
7.104975080350591554e+01,6.987804101062337903e-02,2.289993175453417606e+01,3.777721537874280955e+01,1.762042719640615829e+01,1.478859146314068923e-02
6.698908013902348557e+01,6.832400218355760835e-02,2.351066881141007059e+01,3.859630206247928186e+01,1.790193596844804347e+01,1.518289434382756771e-02
6.304896273151091179e+01,6.645266529244989173e-02,2.412352617621275286e+01,3.936958836290916253e+01,1.813577803730868609e+01,1.557853871920524338e-02
5.923539567447992482e+01,6.433468775893703973e-02,2.473532986818286616e+01,4.009787357849300804e+01,1.832554647649334711e+01,1.597347825939615315e-02
5.555392647826856489e+01,6.202939290664102878e-02,2.534315033439256482e+01,4.078189784067635060e+01,1.847456004425170661e+01,1.636582422345663965e-02
5.200949043800326166e+01,5.958671796411586091e-02,2.594428733273264953e+01,4.142241277163571311e+01,1.858594714749570542e+01,1.675383575080689746e-02
4.860628256871034836e+01,5.704879000824240182e-02,2.653626188319635304e+01,4.202023349083720660e+01,1.866270493293241373e+01,1.713591470022731225e-02
4.534766233284089054e+01,5.445120295775734282e-02,2.711681272127693632e+01,4.257627502559589061e+01,1.870773881938440297e+01,1.751060338330841237e-02
4.223608963899734192e+01,5.182404506730484833e-02,2.768389573267322135e+01,4.309157487244885942e+01,1.872388555674160671e+01,1.787658421262883907e-02
3.927308985035613631e+01,4.919273334932699332e-02,2.823568454976328823e+01,4.356730430794257813e+01,1.871392401172555608e+01,1.823268009277310628e-02
3.645924554095364556e+01,4.657869150438002925e-02,2.877057128969591560e+01,4.400477014843178836e+01,1.868057627801152165e+01,1.857785489729071524e-02
3.379421235953191882e+01,4.399990162428246698e-02,2.928716665988425305e+01,4.440540855245806995e+01,1.862650138575034831e+01,1.891121353323219761e-02
3.127675588479400659e+01,4.147135859454115919e-02,2.978429867594473635e+01,4.477077271295974015e+01,1.855428412226348911e+01,1.923200110746003944e-02
2.890480586702168964e+01,3.900544859009178605e-02,3.026100961952950996e+01,4.510251614163955480e+01,1.846642099416229854e+01,1.953960095544917883e-02
2.667552524378768908e+01,3.661226294722438879e-02,3.071655109021914143e+01,4.540237227108847406e+01,1.836530418485374838e+01,1.983353143894381679e-02
2.458538928955704606e+01,3.429987055715930100e-02,3.115037680967343903e+01,4.567213280930550923e+01,1.825320624293104643e+01,2.011344129342719153e-02
2.263027237806461400e+01,3.207455017592373420e-02,3.156213350440251020e+01,4.591362504569978853e+01,1.813226541326741170e+01,2.037910373597520003e-02
2.080553868512594917e+01,2.994099645451762937e-02,3.195164980401885657e+01,4.612868966888778033e+01,1.800447322670181904e+01,2.063040929365710444e-02
1.910613407963604260e+01,2.790250280924155835e-02,3.231892353041298804e+01,4.631915964713149947e+01,1.787166456869379161e+01,2.086735759490245673e-02
1.752667679730562256e+01,2.596112665357377253e-02,3.266410756272459537e+01,4.648684078980918599e+01,1.773551068261195596e+01,2.109004824339975187e-02
1.606154421987061554e+01,2.411784174131759856e-02,3.298749478072227248e+01,4.663349493226550635e+01,1.759751560759785249e+01,2.129867109917400053e-02
1.470495465566422588e+01,2.237267617663979066e-02,3.328950226623516073e+01,4.676082515121350980e+01,1.745901530005277635e+01,2.149349608235435680e-02
1.345104249160465493e+01,2.072484039328124569e-02,3.357065520804489012e+01,4.687046372999725463e+01,1.732117976600309106e+01,2.167486278726426727e-02
1.229392599779594519e+01,1.917284636432898051e-02,3.383157083965250678e+01,4.696396292159480623e+01,1.718501796226889411e+01,2.184317011928817512e-02
1.122776637792198429e+01,1.771461600560620894e-02,3.407294277125350135e+01,4.704278802702193474e+01,1.705138466604688574e+01,2.199886618725298976e-02
1.024682014520891826e+01,1.634758277772621962e-02,3.429552587103400896e+01,4.710831308019147912e+01,1.692098946742985888e+01,2.214243855151504237e-02
9.345482030869632695e+00,1.506878317427992608e-02,3.450012202138211848e+01,4.716181843445222910e+01,1.679440689349528526e+01,2.227440503731846835e-02
