0.000000000000000000e+00,2.484863024065099957e+00
4.546741091004865010e-01,2.501298101829032561e+00
9.121095247568663522e-01,2.517832992375499845e+00
1.372319743177319307e+00,2.534468183551130682e+00
1.835318268175066159e+00,2.551204163477452269e+00
2.301118622535348379e+00,2.568041420961771237e+00
2.769734350736867690e+00,2.584980445595547405e+00
3.241179014508397405e+00,2.602021727593778255e+00
3.715466197209958743e+00,2.619165757953363816e+00
4.192609503617366506e+00,2.636413028445320439e+00
4.672622549460438535e+00,2.653764031236616638e+00
5.155518967286243814e+00,2.671219259102114663e+00
5.641312409947340178e+00,2.688779205550657636e+00
6.130016542497171095e+00,2.706444364532111901e+00
6.621645042645122103e+00,2.724215230453820080e+00
7.116211606221029662e+00,2.742092298378121740e+00
7.613729941100555898e+00,2.760076063802776147e+00
8.114213761450711715e+00,2.778167022452956658e+00
8.617676800207110688e+00,2.796365670732263276e+00
9.124132798092066565e+00,2.814672505325761964e+00
9.633595497089608273e+00,2.833088022964125319e+00
1.014607865674426179e+01,2.851612721012784846e+00
1.066159604677760164e+01,2.870247097205040898e+00
1.118016144551117463e+01,2.888991649585055388e+00
1.170178863890499876e+01,2.907846876473099584e+00
1.222649141937019657e+01,2.926813276422631560e+00
1.275428357454381967e+01,2.945891347814540762e+00
1.328517889502717786e+01,2.965081589136866036e+00
1.381919117689226439e+01,2.984384499075394714e+00
1.435633421676765842e+01,3.003800576336032702e+00
1.489662181068685065e+01,3.023330319603175997e+00
1.544006775293654954e+01,3.042974227498079109e+00
1.598668583847107882e+01,3.062732798666128797e+00
1.653648987060709530e+01,3.082606532054984694e+00
1.708949364281396299e+01,3.102595926256357828e+00
1.764571094381540561e+01,3.122701479690416448e+00
1.820515555740308855e+01,3.142923690599053188e+00
1.876784126149179599e+01,3.163263057011726165e+00
1.933378182713583371e+01,3.183720076709911861e+00
1.990299101491829248e+01,3.204295247096580201e+00
2.047548257602833033e+01,3.224989065235142505e+00
2.105127025253547046e+01,3.245802027859361782e+00
2.163036777529855215e+01,3.266734631297768754e+00
2.221278886296976296e+01,3.287787371437662198e+00
2.279854722099864972e+01,3.308960743689105310e+00
2.338765653926252952e+01,3.330255242899272439e+00
2.398013048693359650e+01,3.351671363166911721e+00
2.457598271892521780e+01,3.373209598075357363e+00
2.517522687234202294e+01,3.394870440564214054e+00
2.577787656499322466e+01,3.416654382875614182e+00
2.638394539430693442e+01,3.438561916514976335e+00
2.699344693488045976e+01,3.460593532162456576e+00
2.760639473905342456e+01,3.482749719693662094e+00
2.822280232777781706e+01,3.505030967849632972e+00
2.884268320134077968e+01,3.527437764624441030e+00
2.946605083301589545e+01,3.549970597035697395e+00
3.009291866794153592e+01,3.572629951084013378e+00
3.072330012198542804e+01,3.595416311711954638e+00
3.135720857712064458e+01,3.618330162636901104e+00
3.199465737007615473e+01,3.641371985940794254e+00
3.263565981430979690e+01,3.664542262864395994e+00
3.328022918999653257e+01,3.687841473445395923e+00
3.392837874125323339e+01,3.711270096418091136e+00
3.458012167485693311e+01,3.734828609167060165e+00
3.523547115894740500e+01,3.758517487680261393e+00
3.589444032171402910e+01,3.782337206501570126e+00
3.655704225006688546e+01,3.806288238682739689e+00
3.722328998829214441e+01,3.830371055734800745e+00
3.789319653669177512e+01,3.854586127578889521e+00
3.856677485020747298e+01,3.878933922496506259e+00
3.924403783702891246e+01,3.903414907079208795e+00
3.992499835718620460e+01,3.928029546177735920e+00
4.060966922112677224e+01,3.952778302850560976e+00
4.129806317527307868e+01,3.977661637841854336e+00
4.199019288716174003e+01,4.002680009044301102e+00
4.268607099051017428e+01,4.027833873128129127e+00
4.338571006174990430e+01,4.053123684692852891e+00
4.408912261706029057e+01,4.078549896160058807e+00
4.479632111056717747e+01,4.104112957708285769e+00
4.550731793251535606e+01,4.129813317206970424e+00
4.622212540741470121e+01,4.155651420149432340e+00
4.694075579216010397e+01,4.181627709584916808e+00
4.766322127412517773e+01,4.207742626049685519e+00
4.838953396922965311e+01,4.233996607497164000e+00
4.911970591998058921e+01,4.260390089227133359e+00
4.985374911634840345e+01,4.286923504640333782e+00
5.059167549302301126e+01,4.313597285139287862e+00
5.133349688297980151e+01,4.340411858449845894e+00
5.207922504119527218e+01,4.367367649478440583e+00
5.282887164312303696e+01,4.394465080256992451e+00
5.358244828292390594e+01,4.421704569878937008e+00
5.433996647168259386e+01,4.449086534434764317e+00
5.510143763561085706e+01,4.476611386947065618e+00
5.586687311423725788e+01,4.504279537305099446e+00
5.663628415858340048e+01,4.532091392198870139e+00
5.740968192932671599e+01,4.560047355052714302e+00
5.818707749494289061e+01,4.588147825958159842e+00
5.896848182645673830e+01,4.616393201484183528e+00
5.975390579800919966e+01,4.644783874697704817e+00
6.054336018775194361e+01,4.673320235195926209e+00
