2.497918401332220206e+00,0.000000000000000000e+00,4.509660315509688711e-01,0.000000000000000000e+00,4.509660315509688711e-01
2.411271787770620533e-04,1.414230376495953789e-01,4.727414195057160207e-01,1.293293673104127794e+00,6.997703218622947086e-01
1.313172960057690014e-08,2.366175225847980124e-01,4.594089888933374777e-01,1.859324322939098773e+00,5.819724741583401917e-01
-3.843911266206038396e-09,3.038309417565331905e-01,4.541889379281921491e-01,2.042109596127425153e+00,5.091275832189258166e-01
1.432892986843581336e-10,3.599401065949569545e-01,4.521890002941875708e-01,2.080519070428151540e+00,4.745064406346959918e-01
-8.567409296946794028e-11,3.991061969746374505e-01,4.514290499780401755e-01,2.077098799832632459e+00,4.601099592847376352e-01
-1.873655765888933755e-09,4.163605421074931812e-01,4.511411801672057797e-01,2.073358977653437130e+00,4.544593260347796204e-01
-6.185134058973126680e-11,4.251524395590869920e-01,4.510322645898084404e-01,2.069671021832538482e+00,4.522920175264560361e-01
-1.444998037905368409e-09,4.307435827172879095e-01,4.509910742527953875e-01,2.066006676290977673e+00,4.514681031592623905e-01
1.711426561040272660e-11,4.351222311371071849e-01,4.509755002016540559e-01,2.062355255817328370e+00,4.511559675632234589e-01
1.005454493473287780e-11,4.390392436889539174e-01,4.509696117354870526e-01,2.058712718666958708e+00,4.510378627999624412e-01
1.879538469034452247e-09,4.427780397893826825e-01,4.509673849802800505e-01,2.055077531830143744e+00,4.509931882616540766e-01
-4.219190594117718870e-10,4.464455676823162467e-01,4.509665430905315797e-01,2.051449110326832859e+00,4.509762959496513290e-01
-1.075240108104132616e-09,4.500822134630442228e-01,4.509662247450299533e-01,2.047827225652796734e+00,4.509699081676242782e-01
8.859162572130648009e-10,4.537032261617970907e-01,4.509661043240510980e-01,2.044211784626336126e+00,4.509674918159521373e-01
-8.029822063572168839e-11,4.573143628173022002e-01,4.509660589481567228e-01,2.040602745531158391e+00,4.509665813039266946e-01
-9.419584772622552770e-11,4.609178122762359053e-01,4.509660418409227045e-01,2.037000085108163550e+00,4.509662380296732831e-01
1.558752024233254256e-11,4.645144084578641253e-01,4.509660353482860540e-01,2.033403787762310344e+00,4.509661077481347813e-01
-2.923353037338506107e-12,4.681044671761846465e-01,4.509660329209923546e-01,2.029813840647339607e+00,4.509660590419348747e-01
-2.234868685226337978e-12,4.716881159722344230e-01,4.509660320473733996e-01,2.026230231914522673e+00,4.509660415118491028e-01
6.373666336589093350e-12,4.752654137717425287e-01,4.509660316978108541e-01,2.022652950124685045e+00,4.509660344975092161e-01
1.297480322057978092e-13,4.788363860400657313e-01,4.509660315633938765e-01,2.019081984031974475e+00,4.509660318002888246e-01
-1.464151800578824486e-12,4.824010488002081209e-01,4.509660315372305828e-01,2.015517322454464466e+00,4.509660312752952760e-01
4.832156935043053184e-13,4.859594166482057442e-01,4.509660315446150647e-01,2.011958954245252063e+00,4.509660314234722467e-01
1.229106564829977384e-11,4.895115013905825818e-01,4.509660315691276788e-01,2.008406868297281544e+00,4.509660319153451780e-01
1.277712280483857359e-11,4.930573155396731355e-01,4.509660315816013121e-01,2.004861053511683089e+00,4.509660321656412396e-01
4.197364208944781572e-12,4.965968702212774644e-01,4.509660315808123321e-01,2.001321498825669565e+00,4.509660321498091262e-01
4.319244799787682392e-12,5.001301757083362887e-01,4.509660315826812815e-01,1.997788193197323370e+00,4.509660321873107947e-01
5.478881642915124058e-13,5.036572438468343016e-01,4.509660315713492906e-01,1.994261125551834768e+00,4.509660319599237965e-01
-3.695990494003922707e-13,5.071780847346626375e-01,4.509660315649195450e-01,1.990740284943133487e+00,4.509660318309036131e-01
