0.000000000000000000e+00,1.298587259772740055e+01,2.285207257086579666e-02
3.035641970164331127e+00,1.375553168197971132e+01,2.420649100642306359e-02
6.143238447861438800e+00,1.454000017142798207e+01,2.558697050177608651e-02
9.311564266598061579e+00,1.533596504932607374e+01,2.698768092894990311e-02
1.252843004155787554e+01,1.613986283232955543e+01,2.840235139783842816e-02
1.578086224799819526e+01,1.694793281634036930e+01,2.982436395633104170e-02
1.905531094670545400e+01,1.775627781976498909e+01,3.124686048411839945e-02
2.233787951140642392e+01,1.856093073816663264e+01,3.266285981318091391e-02
2.561456627706507305e+01,1.935792402124222278e+01,3.406537999087951712e-02
2.887151118249913040e+01,2.014336004545938152e+01,3.544756211919670996e-02
3.209523705380613023e+01,2.091347943679458155e+01,3.680279058663930847e-02
3.527287668816377675e+01,2.166472483416482220e+01,3.812480527683718284e-02
3.839238115982752930e+01,2.239379880705866199e+01,3.940780348991184540e-02
4.144268966764767725e+01,2.309771039949312055e+01,4.064652184886148600e-02
4.441387906612177261e+01,2.377381549631522262e+01,4.183630733472978175e-02
4.729726621476944359e+01,2.441984344588464850e+01,4.297316413624743814e-02
5.008547589568398450e+01,2.503391365613700970e+01,4.405378285498872531e-02
5.277247175211616081e+01,2.561454151935873824e+01,4.507555093157772363e-02
5.535355074273807929e+01,2.616063387902376647e+01,4.603654466839018217e-02
5.782530724920987808e+01,2.667147587618724813e+01,4.693550608230925153e-02
6.018557003656680138e+01,2.714671014794443238e+01,4.777180629891990271e-02
6.243331771000878661e+01,2.758631004482661453e+01,4.854539842144348083e-02
6.456857803457364753e+01,2.799054844437169365e+01,4.925676264997837228e-02
6.659231624896939650e+01,2.835996366077464259e+01,4.990684629052630911e-02
6.850631769888001088e+01,2.869532398040842480e+01,5.049700134587477296e-02
7.031306836126600501e+01,2.899759186513955811e+01,5.102892152187640806e-02
7.201563770668450104e+01,2.926788908923514754e+01,5.150458087662912465e-02
7.361756652217970043e+01,2.950746354986575426e+01,5.192617541479014470e-02
7.512276171008082315e+01,2.971765831385634016e+01,5.229606861715910965e-02
7.653540012359189859e+01,2.989988347543106784e+01,5.261674191694739461e-02
7.785984211820485257e+01,3.005559099424435132e+01,5.289075042064804444e-02
7.910055522678126749e+01,3.018625260865303161e+01,5.312068404060487498e-02
8.026204803697488899e+01,3.029334082413738827e+01,5.330913403911797382e-02
8.134881417763068612e+01,3.037831292778056635e+01,5.345866489769831448e-02
8.236528557878197887e+01,3.044259776672804918e+01,5.357179105027518040e-02
8.331579439156581657e+01,3.048758509591761268e+01,5.365095813771366545e-02
8.420454284944008805e+01,3.051461727078854125e+01,5.369852838894244307e-02
8.503558012711688718e+01,3.052498299776688384e+01,5.371676962328200688e-02
8.581278531040261726e+01,3.051991287474188042e+01,5.370784740273512603e-02
8.653985568282740815e+01,3.050057648200945337e+01,5.367381991273360853e-02
8.722029952293961230e+01,3.046808078106088047e+01,5.361663514438404915e-02
8.785743267093990028e+01,3.042346960170644721e+01,5.353812999192645444e-02
8.845437807747505587e+01,3.036772397994403150e+01,5.344003084730326869e-02
8.901406808069513943e+01,3.030176327834455208e+01,5.332395557177344037e-02
8.953924838089677962e+01,3.022644677604971974e+01,5.319141629393341758e-02
9.003248387234688721e+01,3.014257578238022006e+01,5.304382312916900571e-02
9.049616512831003945e+01,3.005089591312871633e+01,5.288248818539406648e-02
9.093251634992914489e+01,2.995209977864696782e+01,5.270863029344978468e-02
9.134360328872718071e+01,2.984682963497111174e+01,5.252337967245977041e-02
9.173134153497235843e+01,2.973568012006172268e+01,5.232778274496716758e-02
9.209750538611730519e+01,2.961920114343379851e+01,5.212280722200175048e-02
9.244373623783020832e+01,2.949790060993112562e+01,5.190934689628032978e-02
9.277155098998782989e+01,2.937224712975935859e+01,5.168822641122570311e-02
9.308235031991036124e+01,2.924267267199460818e+01,5.146020593051584685e-02
9.337742657810090918e+01,2.910957508925582005e+01,5.122598558091177867e-02
9.365797139671168736e+01,2.897332054229188358e+01,5.098620971895890391e-02
9.392508291930613495e+01,2.883424579764500706e+01,5.074147097433259063e-02
9.417977266933424119e+01,2.869266040614664703e+01,5.049231408347712446e-02
9.442297202134051304e+01,2.854884875147185497e+01,5.023923949457812649e-02
9.465553827970948930e+01,2.840307197125742178e+01,4.998270674827732379e-02
9.487826037567840842e+01,2.825556975537647020e+01,4.972313764221163168e-02
9.509186418322180145e+01,2.810656202195948694e+01,4.946091918041484181e-02
9.529701747478232221e+01,2.795625047823374132e+01,4.919640632002680175e-02
9.549433452272336353e+01,2.780482006863409694e+01,4.892992451962682732e-02
9.568438035906835637e+01,2.765244031479009834e+01,4.866177209729495579e-02
9.586767474353784735e+01,2.749926656210736553e+01,4.839222242430107207e-02
9.604469580374836823e+01,2.734544112382574355e+01,4.812152593837742964e-02
9.621588341409061229e+01,2.719109434175480189e+01,4.784991201036292024e-02
9.638164230268523625e+01,2.703634556173850356e+01,4.757759066079075144e-02
9.654234491929507556e+01,2.688130403357345699e+01,4.730475414353232239e-02
9.669833407086733246e+01,2.672606973793936547e+01,4.703157840099975867e-02
9.684992534917056162e+01,2.657073414799485889e+01,4.675822440437488875e-02
9.699740935790448759e+01,2.641538092784971425e+01,4.648483938275563970e-02
9.714105376351190557e+01,2.626008657586398343e+01,4.621155795521071641e-02
9.728110517332441987e+01,2.610492101359131567e+01,4.593850316718093435e-02
9.741779086421415457e+01,2.594994812798189443e+01,4.566578744462850697e-02
9.755132036399359663e+01,2.579522626729412593e+01,4.539351346672462761e-02
9.768188690508789307e+01,2.564080869704314125e+01,4.512177496821126454e-02
9.780966875783259695e+01,2.548674401819551960e+01,4.485065747532525349e-02
9.793483045234852113e+01,2.533307655046034768e+01,4.458023898030014087e-02
9.805752389373984101e+01,2.517984668209548005e+01,4.431059055694266946e-02
9.817788939290896622e+01,2.502709119335801091e+01,4.404177692982933628e-02
9.829605660896547192e+01,2.487484355226104782e+01,4.377385699476853825e-02
9.841214540799244048e+01,2.472313418401643759e+01,4.350688429295620357e-02
9.852626665844280751e+01,2.457199072077994018e+01,4.324090745046839379e-02
9.863852295114634217e+01,2.442143822760728611e+01,4.297597057589068459e-02
9.874900926904975051e+01,2.427149941281643919e+01,4.271211363050608084e-02
9.885781359296291271e+01,2.412219481817204780e+01,4.244937276297481438e-02
9.896501746284577905e+01,2.397354299520963039e+01,4.218778061962334680e-02
9.907069648938141881e+01,2.382556066594262134e+01,4.192736662725080055e-02
9.917492082467288128e+01,2.367826287075959257e+01,4.166815725339322735e-02
9.927775559297852226e+01,2.353166310378922788e+01,4.141017624453401796e-02
9.937926128774769552e+01,2.338577343770254657e+01,4.115344484572639600e-02
9.947949413444915479e+01,2.324060463777620811e+01,4.089798200131786882e-02
9.957850642431719734e+01,2.309616626682833029e+01,4.064380453961258938e-02
9.967634682046535488e+01,2.295246678148346575e+01,4.039092734227495152e-02
9.977306063955785476e+01,2.280951362076467603e+01,4.013936350023077776e-02
