0.000000000000000000e+00,1.457666666666669819e+01,2.270000000000000018e+00
2.611120834067232610e-01,1.458206403840787857e+01,2.279146420764520009e+00
5.210376109870776817e-01,1.458742701191910207e+01,2.288378013475187878e+00
7.797803901463471465e-01,1.459275588456199380e+01,2.297694702671738476e+00
1.037344216062700664e+00,1.459805094838652018e+01,2.307096429624253986e+00
1.293732885668804844e+00,1.460331249070762460e+01,2.316583151025773724e+00
1.548950197104606463e+00,1.460854079566862573e+01,2.326154829751211128e+00
1.802999949955473413e+00,1.461373614364702789e+01,2.335811438473675672e+00
2.055885945434115847e+00,1.461889881047700257e+01,2.345552964652134253e+00
2.307611986091496092e+00,1.462402906778008926e+01,2.355379408922730455e+00
2.558181874138206080e+00,1.462912718507200083e+01,2.365290772792340235e+00
2.807599413831157520e+00,1.463419342668947465e+01,2.375287077045472373e+00
3.055868410991862572e+00,1.463922805236632030e+01,2.385368358803288125e+00
3.302992672782250061e+00,1.464423131748394802e+01,2.395534670450386372e+00
3.548976005900296382e+00,1.464920347561608693e+01,2.405786064079031839e+00
3.793822215725408675e+00,1.465414477973147989e+01,2.416122583730457851e+00
4.037535110180922260e+00,1.465905547664669406e+01,2.426544300328474790e+00
4.280118498016272532e+00,1.466393580944633612e+01,2.437051297033068664e+00
4.521576188653462225e+00,1.466878601760719469e+01,2.447643668795983718e+00
4.761911989269393075e+00,1.467360633965984107e+01,2.458321505538101803e+00
5.001129707632222754e+00,1.467839701055603108e+01,2.469084908961064251e+00
5.239233152612318811e+00,1.468315826116848122e+01,2.479933996184246592e+00
5.476226133398457208e+00,1.468789031898556985e+01,2.490868895668254090e+00
5.712112459536678344e+00,1.469259340805341019e+01,2.501889747957542376e+00
5.946895934279968543e+00,1.469726775436259913e+01,2.512996669611755607e+00
6.180580366764346856e+00,1.470191357592940307e+01,2.524189819838627447e+00
6.413169563743621460e+00,1.470653108948781096e+01,2.535469356102497240e+00
6.644667332002322624e+00,1.471112050850493347e+01,2.546835447733438507e+00
6.875077474335887118e+00,1.471568204589917883e+01,2.558288257114629705e+00
7.104403791914085886e+00,1.472021591244032734e+01,2.569827950751112144e+00
7.332650087952795381e+00,1.472472231425031808e+01,2.581454717343916183e+00
7.559820164828208178e+00,1.472920145475172049e+01,2.593168754523041741e+00
7.785917823943293570e+00,1.473365353475364614e+01,2.604970268533187472e+00
8.010946865594270605e+00,1.473807875253846866e+01,2.616859473899342703e+00
8.234911088837066018e+00,1.474247730394936085e+01,2.628836593071076866e+00
8.457814291353777492e+00,1.474684938247861332e+01,2.640901856044336693e+00
8.679660269319148469e+00,1.475119517935677393e+01,2.653055499959506403e+00
8.900452817267019867e+00,1.475551488364257224e+01,2.665297768674490086e+00
9.120195725170058054e+00,1.475980868263908263e+01,2.677628908696756849e+00
9.338892779348855200e+00,1.476407676186570761e+01,2.690049169899471515e+00
9.556547766202594829e+00,1.476831930469929866e+01,2.702558810007294365e+00
9.773164469603990767e+00,1.477253649275519365e+01,2.715158090884126629e+00
9.988746670742662204e+00,1.477672850598399101e+01,2.727847277904332124e+00
1.020329814797085177e+01,1.478089552276876617e+01,2.740626639291210420e+00
1.041682267664915429e+01,1.478503772002309269e+01,2.753496445418064820e+00
1.062932402899223838e+01,1.478915527328976687e+01,2.766456968070203803e+00
1.084080597391456458e+01,1.479324835684027839e+01,2.779508479666168874e+00
1.105127227687611757e+01,1.479731714377502350e+01,2.792651252436415543e+00
1.126072670466506587e+01,1.480136180007703750e+01,2.805885606737825722e+00
1.146917302489913126e+01,1.480538248510801580e+01,2.819211909020163276e+00
1.167661499660864699e+01,1.480937936305164548e+01,2.832630479085319397e+00
1.188305637542301696e+01,1.481335259648336766e+01,2.846141641658026078e+00
1.208850091349895095e+01,1.481730234636916244e+01,2.859745726563550416e+00
1.229295235940802833e+01,1.482122877211451417e+01,2.873443068488266583e+00
1.249641445802426354e+01,1.482513203161382265e+01,2.887234006723566004e+00
1.269889095041168581e+01,1.482901228130027427e+01,2.901118884892293082e+00
1.290038557371189576e+01,1.483286967619611474e+01,2.915098050656849793e+00
1.310090206103164157e+01,1.483670436996336583e+01,2.929171855408100988e+00
1.330044414216888882e+01,1.484051651340915612e+01,2.943340667134493049e+00
1.349901554374157087e+01,1.484430625408581506e+01,2.957604874544805362e+00
1.369661998703078254e+01,1.484807374010976666e+01,2.971964854731215855e+00
1.389326118894958917e+01,1.485181911822312451e+01,2.986420989575113705e+00
1.408894286196042245e+01,1.485554253379046585e+01,3.000973665924321576e+00
1.428366871397081717e+01,1.485924413083585094e+01,3.015623275419280880e+00
1.447744244822913906e+01,1.486292405208019574e+01,3.030370214305573739e+00
1.467026776322030379e+01,1.486658243897897336e+01,3.045214883232088443e+00
1.486214835256151368e+01,1.487021943176023342e+01,3.060157687034135154e+00
1.505308790489798021e+01,1.487383516946294293e+01,3.075199034500808892e+00
1.524309010433840328e+01,1.487742978921930082e+01,3.090339345095967971e+00
