"","Time","Rc","B","WP","Sinit"
"1",0.1,0.11,2.13,0.0545,51.29
"2",24,15.8316666666667,3.59,0.359,51.29
"3",48,22.0783333333333,3.72333333333333,0.718833333333333,51.29
"4",72,24.5033333333333,3.22333333333333,0.624,51.29
"5",96,26.57,2.59333333333333,1.05183333333333,51.29
"6",120,27.845,1.73333333333333,0.496,51.29
