"CO2","Flush","ATP","Time","Treatment"
0,12.9858725977274,0.013810376782768,0,"HG"
7.08998091813958,15.0365348497691,0.0199162417259467,0.0909090909090909,"HG"
13.8497754469316,16.9068419327618,0.0254758982860205,0.181818181818182,"HG"
20.2793505679388,18.605550242988,0.0305163747871116,0.272727272727273,"HG"
26.3797943978405,20.1410057551627,0.0350633971787681,0.363636363636364,"HG"
32.1534056001569,21.5212549348122,0.0391417286494228,0.454545454545455,"HG"
37.6037529042615,22.7541327572113,0.0427754392690103,0.545454545454545,"HG"
42.7357060277163,23.8473298076364,0.0459881121876344,0.636363636363636,"HG"
47.5554355091802,24.8084403613949,0.0488029920919321,0.727272727272727,"HG"
52.0703747600594,25.6449914288822,0.0512430759371929,0.818181818181818,"HG"
56.2891560795038,26.3644574006363,0.053331160273503,0.909090909090909,"HG"
60.2215142888251,26.9742600037248,0.0550898441502863,1,"HG"
63.8781649539485,27.4817566209566,0.0565414969141401,1.09090909090909,"HG"
67.2706625200526,27.8942195416099,0.0577081986624979,1.18181818181818,"HG"
70.4112437381077,28.2188084573488,0.0586116603167236,1.27272727272727,"HG"
73.3126624789277,28.4625386365911,0.0592731306282319,1.36363636363636,"HG"
75.9880212894093,28.6322468836884,0.0597132964411704,1.45454545454545,"HG"
78.4506091507516,28.7345585016388,0.0599521858844682,1.54545454545455,"HG"
80.713743438631,28.7758547763148,0.0600090730014228,1.63636363636364,"HG"
82.7906271869698,28.7622447069847,0.0599023950268281,1.72727272727273,"HG"
84.6942211099871,28.6995408001535,0.0596496817291569,1.81818181818182,"HG"
86.4371332909332,28.5932398902674,0.0592674997101547,1.90909090909091,"HG"
88.0315270747352,28.4485091065009,0.0587714120113601,2,"HG"
89.4890480066131,28.2701773419791,0.0581759540991345,2.09090909090909,"HG"
90.8207685901307,28.0627317208481,0.0574946247118073,2.18181818181818,"HG"
92.0371497907469,27.830318729893,0.0567398905734598,2.27272727272727,"HG"
93.1480177065343,27.5767495119902,0.0559232034718499,2.36363636363636,"HG"
94.1625536372695,27.305508722411,0.0550550279091562,2.45454545454545,"HG"
95.0892954395494,27.0197662686974,0.0541448772954567,2.54545454545455,"HG"
95.9361482370931,26.7223913270211,0.0532013568718734,2.63636363636364,"HG"
96.7104026763546,26.4159680690337,0.0522322116737681,2.72727272727273,"HG"
97.4187589655081,26.1028125386202,0.0512443778600061,2.81818181818182,"HG"
98.0673551394842,25.7849902023392,0.050244035988004,2.90909090909091,"HG"
98.6617982177254,25.4643337776756,0.0492366650541558,3,"HG"
99.207197123394,25.1424610005696,0.0482270962909799,3.09090909090909,"HG"
99.708196419161,24.8207920589274,0.047219565907348,3.18181818181818,"HG"
100.169010051933,24.5005664623026,0.0462177660884231,3.27272727272727,"HG"
100.59345454748,24.1828592061866,0.0452248938355442,3.36363636363636,"HG"
100.984981180922,23.868596108977,0.0442436972850023,3.45454545454545,"HG"
101.346706800944,23.5585682514138,0.0432765192991844,3.54545454545455,"HG"
101.681443037237,23.253445462897,0.0423253381671888,3.63636363636364,"HG"
101.991723776012,22.9537888508252,0.0413918054064737,3.72727272727273,"HG"
102.279830815926,22.6600623742365,0.0404772806723596,3.81818181818182,"HG"
102.547817681279,22.3726434830483,0.0395828638418745,3.90909090909091,"HG"
102.797531598695,22.0918328525391,0.038709424363235,4,"HG"
103.030633702168,21.8178632594338,0.0378576280120428,4.09090909090909,"HG"
103.248617432166,21.5509076248872,0.0370279611325485,4.18181818181818,"HG"
103.452825539754,21.2910863421557,0.0362207527171479,4.27272727272727,"HG"
103.644465294209,21.0384738367117,0.0354361941716474,4.36363636363636,"HG"
103.82462237394,20.793104490801,0.0346743571615304,4.45454545454546,"HG"
103.994273480037,20.5549779756538,0.033935209670575,4.54545454545455,"HG"
104.154297635591,20.3240640059472,0.0332186303173077,4.63636363636364,"HG"
104.305486402888,20.1003065919433,0.0325244211557136,4.72727272727273,"HG"
104.448553066017,19.8836278297047,0.0318523190828811,4.81818181818182,"HG"
104.584140873463,19.6739312696107,0.031202005974815,4.90909090909091,"HG"
104.712830423503,19.4711049014963,0.0305731176661222,5,"HG"
104.835146289666,19.2750238013606,0.0299652519091635,5.09090909090909,"HG"
104.951562942037,19.0855524649703,0.0293779753891409,5.18181818181818,"HG"
105.062510038525,18.9025468622054,0.0288108298972242,5.27272727272727,"HG"
105.168377153537,18.7258562432643,0.0282633377555811,5.36363636363636,"HG"
105.269517998324,18.5553247210472,0.0277350065676929,5.45454545454546,"HG"
105.36625418692,18.3907926543329,0.0272253333681961,5.54545454545455,"HG"
105.458878593183,18.2320978521332,0.0267338082337538,5.63636363636364,"HG"
105.547658341331,18.0790766184877,0.0262599174130598,5.72727272727273,"HG"
105.632837472069,17.9315646568677,0.0258031460337912,5.81818181818182,"HG"
105.714639317282,17.7893978489806,0.0253629804311276,5.90909090909091,"HG"
105.793268615657,17.652412922613,0.0249389101419998,6,"HG"
105.868913397186,17.5204480211402,0.0245304296031463,6.09090909090909,"HG"
105.941746657873,17.3933431842133,0.0241370395816817,6.18181818181818,"HG"
106.01192786361,17.2709407577351,0.0237582483927811,6.27272727272727,"HG"
106.079604268953,17.1530857256225,0.0233935728818915,6.36363636363636,"HG"
106.144912109319,17.039625990932,0.0230425392546109,6.45454545454546,"HG"
106.207977659217,16.9304126023625,0.0227046837422292,6.54545454545455,"HG"
106.268918174905,16.8252999345061,0.0223795531281802,6.63636363636364,"HG"
106.327842734459,16.72414582779,0.0220667051533267,6.72727272727273,"HG"
