"S","CO2","DNA","Flush","Time"
49.9583680266445,0,1.05634021338326,8.00119893735509,0
46.4251302383954,1.32216520168862,1.09841625454659,8.31990191919644,0.0841750841750841
42.9043076756525,2.6453542055064,1.14023655508729,8.6366678057988,0.168350168350168
39.4184482818747,3.96193228505785,1.18151732100471,8.94934701293966,0.252525252525252
35.9916189380452,5.26371733658061,1.2219562698029,9.25564991616392,0.336700336700337
32.6488718886714,6.54215749500051,1.26123940426238,9.55319815839781,0.420875420875421
29.4155392003699,7.78856757230154,1.29904993932892,9.8395922662452,0.505050505050505
26.3163654803249,8.99442114735206,1.33507924783754,10.1124945578559,0.589225589225589
23.3745178861642,10.1516853924175,1.36903932807748,10.3697235779062,0.673400673400673
20.6105411916957,11.2531759833033,1.40067593474204,10.6093535573569,0.757575757575757
18.0413531000051,12.2929000760775,1.42978117107277,10.8298097920534,0.841750841750841
15.6793909736429,13.2663497988305,1.45620414126614,11.0299493288753,0.925925925925925
13.5320207612239,14.1707086575484,1.47985827057999,11.209116411537,1.01010101010101
11.6012925351705,15.0049419826995,1.50072423620508,11.3671646803344,1.09427609427609
9.88408211747126,15.7697575444464,1.51884802165037,11.5044424351794,1.17845117845118
8.37259966379837,16.4674421824917,1.53433434742597,11.6217428766181,1.26262626262626
7.05519043978701,17.1015990796486,1.54733643211754,11.7202265515739,1.34680134680135
5.91731633677678,17.6768228071159,1.55804349822917,11.8013267169459,1.43097643097643
4.9425926508027,18.1983541714676,1.56666761075057,11.8666496489594,1.51515151515151
4.11376904311333,18.6717522424815,1.57343125098679,11.9178805217265,1.5993265993266
3.41357187652642,19.1026115800197,1.57855666823938,11.9567027520605,1.68350168350168
2.82536383424114,19.4963397520697,1.58225756122463,11.9847349907707,1.76767676767677
2.33360951537868,19.8579992508486,1.58473322622009,12.0034867980767,1.85185185185185
1.92416192309457,20.1922090824836,1.58616497800126,12.0143315341616,1.93602693602694
1.58439939525018,20.503096351039,1.58671446543366,12.0184936007047,2.02020202020202
1.30324809086379,20.7942862290034,1.58652343442108,12.0170466453437,2.1043771043771
1.07112446357834,21.0689188842843,1.58571450050249,12.0109194136736,2.18855218855219
0.879827183891129,21.3296835520829,1.58439255716175,12.0009064164222,2.27272727272727
0.72240158829032,21.5788620476863,1.58264652728429,11.9876811957754,2.35690235690236
0.59299386247224,21.8183759594892,1.58055123993733,11.9718105409602,2.44107744107744
0.486706460648831,22.0498336592978,1.57816928710482,11.953768551996,2.52525252525252
0.399461758464313,22.2745747660715,1.57555277219958,11.9339498837164,2.60942760942761
0.32787803776466,22.4937106682508,1.57274489890794,11.9126817803983,2.69360269360269
0.269159466692906,22.7081605235981,1.56978137976912,11.8902347449793,2.77777777777778
0.221000306086285,22.9186826360081,1.56669166200725,11.8668318240644,2.86195286195286
0.18150269580899,23.1259014047656,1.56349997919635,11.8426565737129,2.94612794612795
0.149106857532193,23.3303302168451,1.56022624384674,11.8178598202914,3.03030303030303
0.122532347294882,23.5323907234759,1.55688679852382,11.7925653497878,3.11447811447811
0.100728934887671,23.7324289631797,1.55349504378195,11.7668746640669,3.1986531986532
0.0828357487771058,23.9307287752808,1.5500619603692,11.740870936285,3.28282828282828
0.0681474357609395,24.1275229124126,1.54659654173114,11.7146222868697,3.36700336700337
0.0560862210371037,24.323002216778,1.54310615107786,11.6881844881074,3.45117845117845
0.0461788973595794,24.5173231783597,1.53959681544288,11.6616031914781,3.53535353535353
0.0380379117195753,24.7106141477199,1.53607346737021,11.6349157583028,3.61952861952862
0.0313458431040334,24.9029804351355,1.53254014326285,11.6081527621252,3.7037037037037
0.0258426779558063,25.0945084908088,1.52900014597886,11.5813392202869,3.78787878787879
0.0213153879787166,25.2852693287794,1.52545617800648,11.5544956026576,3.87205387205387
0.0175893990015731,25.4753213295927,1.52191045047521,11.5276386573326,3.95622895622895
0.0145216105384646,25.6647125335167,1.51836477235217,11.500782086248,4.04040404040404
0.0119946857812944,25.853482516366,1.5148206234055,11.4739370978374,4.12457912457912
0.00991238143999099,26.0416639236876,1.51127921388097,11.4471128590501,4.20875420875421
0.00819572809165116,26.2292837255127,1.50774153331126,11.4203168650546,4.29292929292929
0.00677990604485163,26.4163642425995,1.50420839043817,11.3935552416273,4.37710437710438
0.00561168971799635,26.6029239858953,1.50068044587069,11.3668329925197,4.46127946127946
0.00464735668263449,26.7889783433411,1.4971582388055,11.3401542018516,4.54545454545454
0.00385097652479673,26.9745401418956,1.49364220889438,11.3135221997445,4.62962962962963
0.00319301024237346,27.1596201075446,1.4901327141433,11.2869396978979,4.71380471380471
0.00264916318074463,27.3442272420216,1.48663004557194,11.2604089006263,4.7979797979798
0.00219944471149977,27.5283691316165,1.48313443923109,11.2339315958854,4.88215488215488
0.00182740011723911,27.7120521994181,1.4796460860196,11.2075092296295,4.96632996632996
0.00151948003268978,27.8952819123749,1.47616513974342,11.1811429668543,5.05050505050505
0.00126452075557032,28.0780629519411,1.47269172375775,11.1548337419083,5.13468013468013
0.00105332100591942,28.2603993530467,1.46922593637668,11.1285822994665,5.21885521885522
0.000878293921667027,28.4422946183581,1.46576785532121,11.1023892282232,5.3030303030303
0.000733180780711328,28.6237518122686,1.46231754137845,11.0762549886074,5.38720538720538
0.00061281637865644,28.804773637926,1.45887504140058,11.0501799354988,5.47138047138047
0.000512937399693191,28.9853625001419,1.45544039075439,11.0241643367813,5.55555555555555
0.000430021304363799,29.1655205582824,1.45201361538065,10.9982083889422,5.63973063973064
0.000361157161462327,29.3452497686694,1.44859473344528,10.9723122295784,5.72390572390572
