"CO2","W","ATP","Time","Treatment"
0,480.428816224115,0.001904644943467,0,"A"
1.59718202727458,493.504569749265,0.00195648335738529,0.0357744107744108,"A"
3.23660678665423,506.926119201945,0.00200969266839092,0.0715488215488216,"A"
4.919288584639,520.701764569747,0.00206430578152388,0.107323232323232,"A"
6.64625574794937,534.839920230777,0.00212035605532171,0.143097643097643,"A"
8.41854950431163,549.349105745677,0.00217787726531484,0.178872053872054,"A"
10.2372227712442,564.237935897975,0.00223690356454183,0.214646464646465,"A"
12.1033382830831,579.515105295331,0.0022974694225015,0.250420875420876,"A"
14.0179668585457,595.189374130745,0.0023596095687037,0.286195286195286,"A"
15.9821850550196,611.269548904286,0.00242335891624118,0.321969696969697,"A"
17.9970724378669,627.76445998424,0.00248875247283149,0.357744107744108,"A"
20.0637083695865,644.68293522593,0.00255582523622965,0.393518518518519,"A"
22.1831681702958,662.033768428144,0.00262461206917458,0.42929292929293,"A"
24.3565186186946,679.825682374087,0.00269514755286616,0.46506734006734,"A"
26.5848127673651,698.067286242054,0.00276746581812117,0.500841750841751,"A"
28.8690831826939,716.767020080121,0.00284160032524499,0.536616161616162,"A"
31.2103347725096,735.933095895513,0.00291758363048217,0.572390572390573,"A"
33.6095357429953,755.57342338248,0.00299544709156697,0.608164983164984,"A"
36.0676068324153,775.695521499906,0.00307522051717562,0.643939393939394,"A"
38.5854084038989,796.306412468683,0.00315693174668213,0.679713804713805,"A"
41.1637252146814,817.412496688711,0.00324060615427077,0.715488215488216,"A"
43.8032473973372,839.019396549231,0.00332626602972699,0.751262626262627,"A"
46.5045480399665,861.131772310197,0.00341392984850492,0.787037037037038,"A"
49.2680556360331,883.753095853192,0.00350361137476999,0.822811447811449,"A"
52.0940194891522,906.885366576938,0.00359531853507558,0.858585858585859,"A"
54.9824684965623,930.528772917087,0.00368905207646893,0.89436026936027,"A"
57.9331583058902,954.681258382915,0.00378480384605718,0.930134680134681,"A"
60.9455049797351,979.337976788521,0.00388255463128864,0.965909090909092,"A"
64.0185045317416,1004.49063145275,0.0039822715402316,1.0016835016835,"A"
67.1506212435769,1030.1265580014,0.00408390436537254,1.03745791245791,"A"
70.3396543085573,1056.2276291709,0.00418738124174473,1.07323232323232,"A"
73.5825569520407,1082.76876929883,0.00429260275767255,1.10900673400673,"A"
76.8751962467021,1109.7159817335,0.00439943413449882,1.14478114478115,"A"
80.2120370958062,1137.02375341384,0.0045076949371232,1.18055555555556,"A"
83.5857075479221,1164.63148477422,0.00461714492047227,1.21632996632997,"A"
86.9864049005467,1192.45861197018,0.00472746469171655,1.25210437710438,"A"
90.4010647997444,1220.39778244649,0.00483822865502459,1.28787878787879,"A"
93.8121981186774,1248.3053017498,0.00494886713825195,1.3236531986532,"A"
97.1962419555204,1275.98758946218,0.00505861269791544,1.35942760942761,"A"
100.521243163645,1303.18215278164,0.00516642468955094,1.39520202020202,"A"
103.743704765174,1329.53168451068,0.00527088658000303,1.43097643097643,"A"
106.804652297583,1354.55175484778,0.00537007786254781,1.46675084175084,"A"
109.625932742888,1377.60041720174,0.00546145356009898,1.50252525252525,"A"
112.110386842862,1397.87963941914,0.00554184989926402,1.53829966329966,"A"
114.154531498437,1414.539513262,0.00560789744554358,1.57407407407408,"A"
115.684166344781,1426.9707898004,0.00565718085070188,1.60984848484849,"A"
116.703187825027,1435.20589209472,0.00568982865494287,1.6456228956229,"A"
117.307237147206,1440.03097551791,0.00570895754653604,1.68139730639731,"A"
117.634065260592,1442.57807163014,0.00571905542902531,1.71717171717172,"A"
117.802077608946,1443.82016594837,0.00572397967291456,1.75294612794613,"A"
117.887702714322,1444.3852857061,0.00572622007243407,1.78872053872054,"A"
117.932898789988,1444.61820517438,0.00572714347434609,1.82449494949495,"A"
117.95881189582,1444.69268241896,0.00572743873704161,1.86026936026936,"A"
117.975654205876,1444.69263109577,0.00572743853357245,1.89604377104377,"A"
117.988257399596,1444.65775317387,0.0057273002611472,1.93181818181818,"A"
117.998885449116,1444.60665173,0.00572709767107895,1.96759259259259,"A"
118.008594400332,1444.54800429926,0.00572686516518289,2.00336700336701,"A"
118.017875822772,1444.48585011066,0.0057266187568555,2.03914141414142,"A"
118.026958316673,1444.42206757313,0.00572636589298993,2.07491582491583,"A"
118.035948144462,1444.35752984521,0.00572611003519583,2.11069023569024,"A"
118.044894691701,1444.29264272801,0.0057258527922589,2.14646464646465,"A"
118.053820911106,1444.22759482381,0.00572559491188699,2.18223905723906,"A"
118.062737467469,1444.16247376499,0.00572533674149584,2.21801346801347,"A"
118.071649318172,1444.09732028608,0.00572507844257629,2.25378787878788,"A"
118.080558766278,1444.03215331109,0.00572482009015196,2.28956228956229,"A"
118.08946688293,1443.96698164132,0.00572456171911529,2.3253367003367,"A"
118.098374164488,1443.90180935507,0.00572430334563463,2.36111111111111,"A"
118.107280843355,1443.83663836173,0.00572404497727966,2.39688552188552,"A"
118.116187026684,1443.77146954148,0.00572378661753985,2.43265993265993,"A"
118.125092765543,1443.70630331368,0.0057235282680777,2.46843434343435,"A"
118.133998082154,1443.64113986064,0.00572326992961602,2.50420875420876,"A"
118.142902986963,1443.57597926789,0.00572301160249389,2.53998316498317,"A"
118.151807485281,1443.51082157882,0.00572275328688326,2.57575757575758,"A"
118.160711579886,1443.44566681596,0.00572249498287353,2.61153198653199,"A"
118.169615271719,1443.38051498677,0.00572223669049423,2.6473063973064,"A"
118.178518561223,1443.3153660946,0.00572197840975868,2.68308080808081,"A"
118.187421448704,1443.25022014143,0.00572172014067468,2.71885521885522,"A"
