"S","Flush","ATP","Time"
133.217877839206,5.69525395503747,0.00768369929382957,0
120.782152120153,6.6330922511069,0.00894897517267975,0.0808080808080808
106.643333179997,7.69931350684347,0.0103874577363103,0.161616161616162
90.7812807119595,8.89539464654596,0.0120011395635036,0.242424242424242
73.3553258899204,10.2092482995504,0.0137737130897212,0.323232323232323
54.8732714755384,11.6024551885677,0.0156533453017022,0.404040404040404
36.4768004805916,12.9887033859732,0.0175235892591392,0.484848484848485
20.253134414579,14.2102519166832,0.0191716301817906,0.565656565656566
8.81439483722383,15.0697486265863,0.0203312122329282,0.646464646464647
3.02975927198206,15.5016391385244,0.0209138933298186,0.727272727272727
0.911523571827864,15.6562972587254,0.0211225489048561,0.808080808080808
0.268779393508795,15.6993948864943,0.0211806936714755,0.888888888888889
0.0872921289272869,15.7076192970224,0.0211917895590102,0.96969696969697
0.0371538339604839,15.705914528449,0.0211894895862281,1.05050505050505
0.0233834792250457,15.7014619595593,0.0211834824440176,1.13131313131313
0.0196063800649785,15.696255738119,0.0211764585184261,1.21212121212121
0.0185703803027439,15.6908441873436,0.0211691575746579,1.29292929292929
0.0182861313271277,15.685377718009,0.0211617825380225,1.37373737373737
0.0182081099731946,15.6798975755746,0.0211543890544508,1.45454545454545
0.0181866822903004,15.6744150729528,0.0211469923866541,1.53535353535354
0.0181807965917991,15.6689333133253,0.0211395967212613,1.61616161616162
0.0181791804105413,15.6634531483147,0.021132203207231,1.6969696969697
0.0181787356371509,15.6579748114933,0.0211248121596854,1.77777777777778
0.0181786113858441,15.6524983665219,0.0211174236645119,1.85858585858586
0.018178577953337,15.6470238300992,0.021110037744239,1.93939393939394
0.0181785692301133,15.6415512065488,0.0211026544047003,2.02020202020202
0.0181785666227948,15.6360804966145,0.021095273646899,2.1010101010101
0.0181785655682038,15.6306116995207,0.0210878954697888,2.18181818181818
0.0181785650928755,15.6251448148103,0.021080519872753,2.26262626262626
0.0181785651759292,15.619679842259,0.021073146855489,2.34343434343434
0.0181785651582011,15.6142167804841,0.0210657764161314,2.42424242424242
0.0181785653481557,15.6087556301168,0.0210584085555316,2.50505050505051
0.0181785654160179,15.6032963888733,0.0210510432706087,2.58585858585859
0.0181785654916089,15.5978390576527,0.0210436805625756,2.66666666666667
0.0181785655356512,15.5923836297885,0.021036320422438,2.74747474747475
0.0181785655605232,15.5869301073815,0.0210289628530306,2.82828282828283
0.0181785655786229,15.5814784925362,0.0210216078571922,2.90909090909091
0.0181785655899502,15.5760287852524,0.021014255434923,2.98989898989899
0.0181785655945052,15.5705809855303,0.021006905586223,3.07070707070707
0.0181785655922878,15.5651350933698,0.0209995583110921,3.15151515151515
0.018178565584505,15.559691107872,0.0209922136083176,3.23232323232323
0.0181785655885401,15.5542490160906,0.0209848714604332,3.31313131313131
0.018178565590877,15.5488088280919,0.0209775318810195,3.39393939393939
0.0181785655915155,15.5433705438759,0.0209701948700766,3.47474747474747
0.0181785655904559,15.5379341634424,0.0209628604276045,3.55555555555556
0.0181785655876979,15.5324996867917,0.0209555285536032,3.63636363636364
0.0181785655832417,15.5270671139236,0.0209481992480727,3.71717171717172
0.0181785655691903,15.5216364645127,0.0209408725375567,3.7979797979798
0.0181785655727126,15.5162076708699,0.0209335483307331,3.87878787878788
0.0181785655748941,15.5107807801193,0.020926226691179,3.95959595959596
0.0181785655759885,15.5053557916289,0.0209189076180416,4.04040404040404
0.0181785655762494,15.4999327047665,0.0209115911104682,4.12121212121212
0.0181785655759305,15.4945115189001,0.0209042771676059,4.2020202020202
0.0181785655752856,15.4890922333976,0.020896965788602,4.28282828282828
0.0181785655733078,15.483674840362,0.0208896569628023,4.36363636363636
0.018178565570685,15.478259341664,0.0208823506927308,4.44444444444444
0.0181785655680047,15.4728457385945,0.0208750469801289,4.52525252525253
0.0181785655654812,15.467434030295,0.0208677458238385,4.60606060606061
0.018178565563329,15.462024215907,0.0208604472227013,4.68686868686869
0.0181785655617625,15.4566162945721,0.0208531511755593,4.76767676767677
0.0181785655609961,15.4512102654319,0.0208458576812542,4.84848484848485
0.0181785655612443,15.445806127628,0.020838566738628,4.92929292929293
0.0181785655627215,15.4404038803018,0.0208312783465224,5.01010101010101
0.0181785655656421,15.435003522595,0.0208239925037793,5.09090909090909
0.0181785655702206,15.429605053649,0.0208167092092406,5.17171717171717
0.0181785655695931,15.424208475405,0.0208094284655248,5.25252525252525
0.0181785655687483,15.4188137851162,0.0208021502689264,5.33333333333333
0.0181785655680538,15.4134209818636,0.0207948746182055,5.41414141414141
0.0181785655675555,15.4080300648555,0.0207876015122939,5.4949494949495
0.0181785655672991,15.4026410333001,0.0207803309501235,5.57575757575758
0.0181785655673302,15.3972538864058,0.0207730629306262,5.65656565656566
0.0181785655676945,15.3918686233808,0.0207657974527337,5.73737373737374
0.0181785655684377,15.3864852434335,0.0207585345153781,5.81818181818182
0.0181785655696057,15.381103745772,0.0207512741174911,5.8989898989899
0.0181785655712439,15.3757241296048,0.0207440162580047,5.97979797979798
0.0181785655730828,15.3703463946609,0.0207367609365534,6.06060606060606
0.0181785655734197,15.364970543035,0.0207295081559631,6.14141414141414
0.0181785655737484,15.3595965715448,0.0207222579119405,6.22222222222222
0.0181785655740629,15.3542244794836,0.0207150102035323,6.3030303030303
0.0181785655743575,15.348854266145,0.0207077650297853,6.38383838383838
0.0181785655746262,15.3434859308221,0.0207005223897459,6.46464646464647
0.0181785655748634,15.3381194728085,0.0206932822824608,6.54545454545455
0.0181785655750631,15.3327548913973,0.0206860447069768,6.62626262626263
