"CO2","DNA","Time","Treatment"
0,2.4848630240651,0,"Rhizosphere"
0.0333400892559161,2.48577604887078,0.0164293537787514,"Rhizosphere"
0.129874844569976,2.48842699375997,0.0328587075575028,"Rhizosphere"
0.285251071163144,2.49269613847798,0.0492880613362542,"Rhizosphere"
0.49564846848038,2.49847841812228,0.0657174151150057,"Rhizosphere"
0.757703000258973,2.50568131571391,0.0821467688937571,"Rhizosphere"
1.06844333483318,2.51422311421779,0.0985761226725085,"Rhizosphere"
1.42523766147648,2.524031433918,0.11500547645126,"Rhizosphere"
1.82574909760811,2.53504200605335,0.131434830230011,"Rhizosphere"
2.26789803936939,2.54719763740494,0.147864184008763,"Rhizosphere"
2.74983025228622,2.56044733274407,0.164293537787514,"Rhizosphere"
3.26988961349322,2.57474554520425,0.180722891566266,"Rhizosphere"
3.8265948594724,2.59005153681057,0.197152245345017,"Rhizosphere"
4.418619585586,2.60632882843769,0.213581599123768,"Rhizosphere"
5.04477497914711,2.62354472494415,0.23001095290252,"Rhizosphere"
5.70399488166727,2.6416699043621,0.246440306681271,"Rhizosphere"
6.39532281341973,2.66067806105356,0.262869660460023,"Rhizosphere"
7.1179006658439,2.68054559473471,0.279299014238774,"Rhizosphere"
7.87095878828975,2.70125133784639,0.295728368017525,"Rhizosphere"
8.65380734402058,2.72277631783114,0.312157721796277,"Rhizosphere"
9.46582867191064,2.74510354706818,0.328587075575028,"Rhizosphere"
10.3064705494002,2.76821783759434,0.34501642935378,"Rhizosphere"
11.1752402655073,2.79210563810271,0.361445783132531,"Rhizosphere"
12.0716993364389,2.81675488861369,0.377875136911283,"Rhizosphere"
12.995458821426,2.84215489165308,0.394304490690034,"Rhizosphere"
13.9461751647813,2.8682961979021,0.410733844468785,"Rhizosphere"
14.9235464681841,2.89517050367922,0.427163198247537,"Rhizosphere"
15.9273091640789,2.9227705594533,0.443592552026288,"Rhizosphere"
16.9572350440849,2.95109008811998,0.46002190580504,"Rhizosphere"
18.0131285914961,2.98012371164111,0.476451259583791,"Rhizosphere"
19.0948245308785,3.00986688365454,0.492880613362542,"Rhizosphere"
20.2021857206989,3.04031583151795,0.509309967141294,"Rhizosphere"
21.3351011761709,3.07146750193375,0.525739320920045,"Rhizosphere"
22.4934842917558,3.10331951206487,0.542168674698797,"Rhizosphere"
23.6772712787462,3.13587010656552,0.558598028477548,"Rhizosphere"
24.8864196661743,3.16911811635371,0.5750273822563,"Rhizosphere"
26.1209070456326,3.20306292409148,0.591456736035051,"Rhizosphere"
27.3807298160925,3.23770442966528,0.607886089813802,"Rhizosphere"
28.6659021510632,3.27304302178098,0.624315443592554,"Rhizosphere"
29.9764549583301,3.30907954935479,0.640744797371305,"Rhizosphere"
31.3124350124781,3.34581529765609,0.657174151150057,"Rhizosphere"
32.6739040942663,3.3832519646387,0.673603504928808,"Rhizosphere"
34.0609382507013,3.42139164059156,0.690032858707559,"Rhizosphere"
35.4736270792734,3.46023678845391,0.706462212486311,"Rhizosphere"
36.9120730877957,3.49979022620984,0.722891566265062,"Rhizosphere"
38.3763910900949,3.54005511026868,0.739320920043814,"Rhizosphere"
39.8667076450494,3.58103492003778,0.755750273822565,"Rhizosphere"
41.3831605231164,3.62273344325125,0.772179627601317,"Rhizosphere"
42.9258981843808,3.66515476161556,0.788608981380068,"Rhizosphere"
44.4950793008456,3.70830323767258,0.805038335158819,"Rhizosphere"
46.0908722753624,3.75218350157006,0.821467688937571,"Rhizosphere"
47.7134547164637,3.79680043661991,0.837897042716322,"Rhizosphere"
49.3630128196093,3.84215916228384,0.854326396495074,"Rhizosphere"
51.0397407543084,3.88826501732142,0.870755750273825,"Rhizosphere"
52.7438398479651,3.93512353735126,0.887185104052576,"Rhizosphere"
54.475517367837,3.98274042136377,0.903614457831328,"Rhizosphere"
56.2349847978579,4.0311214843513,0.920043811610079,"Rhizosphere"
58.0224546797652,4.08027257048253,0.936473165388831,"Rhizosphere"
59.8381344590882,4.13019938397049,0.952902519167582,"Rhizosphere"
61.6822114811421,4.18090707679881,0.969331872946333,"Rhizosphere"
63.5548024201787,4.23239885969338,0.985761226725085,"Rhizosphere"
65.4553949714217,4.28466072972729,1.00219058050384,"Rhizosphere"
67.3568338089225,4.33694682232209,1.01861993428259,"Rhizosphere"
69.2373481066182,4.38865740217695,1.03504928806134,"Rhizosphere"
71.0961430193484,4.43977060865968,1.05147864184009,"Rhizosphere"
72.9324707961932,4.49026587858113,1.06790799561884,"Rhizosphere"
74.7456295828064,4.54012391098519,1.08433734939759,"Rhizosphere"
76.5349629863635,4.58932665518131,1.10076670317634,"Rhizosphere"
78.2998603469834,4.63785731820753,1.1171960569551,"Rhizosphere"
80.0397572402449,4.685700378649,1.13362541073385,"Rhizosphere"
81.7541354826622,4.73284158678674,1.1500547645126,"Rhizosphere"
83.4425228224616,4.77926795609181,1.16648411829135,"Rhizosphere"
85.1044926867876,4.82496775627211,1.1829134720701,"Rhizosphere"
86.7396636672281,4.86993049912158,1.19934282584885,"Rhizosphere"
88.347698920954,4.91414692204936,1.2157721796276,"Rhizosphere"
89.9283054505915,4.95760896827397,1.23220153340636,"Rhizosphere"
91.4812332811961,5.00030976418776,1.24863088718511,"Rhizosphere"
93.0062745394686,5.04224359403297,1.26506024096386,"Rhizosphere"
94.5032623350001,5.08340586913309,1.28148959474261,"Rhizosphere"
95.972069699471,5.12379309871819,1.29791894852136,"Rhizosphere"
97.4126083522812,5.16340285597701,1.31434830230011,"Rhizosphere"
98.8248275497633,5.20223374640762,1.33077765607886,"Rhizosphere"
