"S","CO2","PLFA","Time"
40,0,0,0
37.5924001163969,0.169562772138155,0.0186402154622742,0.0202020202020202
35.2846326239533,0.33300194800103,0.0364999469377538,0.0404040404040404
33.0779288784864,0.490192798364059,0.0535699775291758,0.0606060606060606
30.9728376137229,0.641058221619053,0.0698463790960017,0.0808080808080808
28.9692625562234,0.785566351772899,0.0853302188889129,0.101010101010101
27.0665077985738,0.923727606588385,0.100027206230032,0.121212121212121
25.2633288849779,1.05559131636104,0.113947295108384,0.141414141414141
23.5579886785452,1.18124199506085,0.127104249928121,0.161616161616162
21.9483151267456,1.30079545838836,0.139515196722297,0.181818181818182
20.4317605526947,1.41439481154177,0.151200162743407,0.202020202020202
19.0054605515167,1.52220644241301,0.162181619297957,0.222222222222222
17.6662913193574,1.62441610300046,0.172484036900465,0.242424242424242
16.4109244726947,1.72122514591011,0.182133460038636,0.262626262626263
15.2358787159042,1.81284696193247,0.191157106514134,0.282828282828283
14.1375670939457,1.89950370932095,0.199583001124569,0.303030303030303
13.1123406099029,1.98142328103466,0.207439637640018,0.323232323232323
12.1565268583495,2.05883660659802,0.214755679504887,0.343434343434343
11.2664641706756,2.13197525542995,0.221559695408966,0.363636363636364
10.4385311546263,2.20106935169396,0.227879930624681,0.383838383838384
9.66917184864874,2.26634578696294,0.233744112387384,0.404040404040404
8.95491665527727,2.32802672054413,0.239179288035415,0.424242424242424
8.29239938775704,2.3863283457453,0.244211693307342,0.444444444444444
7.67837074885769,2.44145990098038,0.248866648315625,0.464646464646465
7.10970854120915,2.49362290609489,0.253168478867053,0.484848484848485
6.58342505497824,2.54301059349784,0.257140459670082,0.505050505050505
6.0966719060995,2.58980751631477,0.260804777301702,0.525252525252525
5.64674267768648,2.63418930917245,0.264182510199963,0.545454545454546
5.23107370191188,2.67632257928432,0.267293623058967,0.565656565656566
4.84724329230416,2.71636490622334,0.270156973224824,0.585858585858586
4.49296963911138,2.75446493614945,0.272790327439992,0.606060606060606
4.16610770447598,2.79076254749618,0.275210386322843,0.626262626262626
3.86464522861609,2.82538908019537,0.277432815722299,0.646464646464647
3.58669812776842,2.85846760946696,0.279472282767209,0.666666666666667
3.33050542538568,2.89011325421839,0.2813424955149,0.686868686868687
3.09442379922011,2.92043351428797,0.283056245558719,0.707070707070707
2.87692198115817,2.94952862032566,0.284625451756721,0.727272727272727
2.67657501223463,2.97749189588922,0.286061205064811,0.747474747474748
2.4920584788904,3.00441012307828,0.287373813496625,0.767676767676768
2.32214276474187,3.03036390915728,0.288572846945996,0.787878787878788
2.16568749636582,3.05542804198872,0.289667180486686,0.808080808080808
2.02163601740774,3.07967184523352,0.290665037438159,0.828282828282828
1.88901013454082,3.10315951678001,0.291574030306846,0.848484848484849
1.76690498639995,3.12595046027179,0.292401200760652,0.868686868686869
1.65448420324068,3.14809959831783,0.293153057334622,0.888888888888889
1.55097524377487,3.16965767490535,0.293835611750878,0.909090909090909
1.4556649971333,3.19067154099919,0.294454413170382,0.929292929292929
1.36789561219512,3.21118442574326,0.295014580670927,0.94949494949495
1.28706056072407,3.2312361927835,0.295520833901712,0.96969696969697
1.21260095035416,3.25086358054002,0.295977521790645,0.98989898989899
1.14400204377787,3.2701004292912,0.296388649644069,1.01010101010101
1.08079000622906,3.28897789351397,0.296757904467858,1.03030303030303
1.02252886101801,3.30752464081689,0.297088678667342,1.05050505050505
0.968817647255518,3.32576703778455,0.297384092172266,1.07070707070707
0.919287765812644,3.3437293236329,0.297647013095469,1.09090909090909
0.873600506393223,3.36143377212254,0.297880076980915,1.11111111111111
0.831444745179754,3.37890084238822,0.298085704723364,1.13131313131313
0.792534800786039,3.39614931949247,0.298266119255115,1.15151515151515
0.756608446357605,3.41319644480539,0.298423361016957,1.17171717171717
0.72342505782424,3.43005803753634,0.298559302368836,1.19191919191919
0.692763897489066,3.44674860743427,0.298675660946874,1.21212121212121
0.664422521836291,3.46328145939769,0.298774012053177,1.23232323232323
0.638215306620565,3.47966879042463,0.298855800132631,1.25252525252525
0.613972079982607,3.49592177951087,0.298922349408689,1.27272727272727
0.591536858480382,3.51205067082034,0.298974873718034,1.29292929292929
0.570766678189352,3.52806485063587,0.299014485605232,1.31313131313131
0.551530515219817,3.54397291845692,0.299042204721384,1.33333333333333
0.533708289757674,3.55978275262371,0.299058965572734,1.35353535353535
0.517189947656892,3.57550157085595,0.299065624665695,1.37373737373737
0.501874614445184,3.59113598603809,0.299062967088371,1.39393939393939
0.487669818049298,3.6066920574924,0.299051712557287,1.41414141414141
0.474490771605306,3.62217533829778,0.299032520996632,1.43434343434343
0.462259718236113,3.63759091853654,0.299005997635295,1.45454545454545
0.450905327500967,3.65294346513669,0.298972697701887,1.47474747474747
0.440362142104636,3.6682372584,0.298933130728773,1.4949494949495
0.430570073602864,3.6834762253074,0.298887764474853,1.51515151515152
0.421473937923627,3.69866397018989,0.298837028538671,1.53535353535354
0.413023031925607,3.71380380269367,0.298781317652269,1.55555555555556
0.405170748289865,3.72889876321905,0.298720994676813,1.57575757575758
0.397874218658605,3.74395164647987,0.298656393378596,1.5959595959596
0.39109399560596,3.75896502251484,0.298587820902859,1.61616161616162
0.38479375351023,3.77394125642907,0.298515560100741,1.63636363636364
0.378940024964607,3.78888252580416,0.298439871579663,1.65656565656566
0.373501952181678,3.80379083710102,0.298360995637225,1.67676767676768
0.36845106723017,3.81866804016613,0.298279153970748,1.6969696969697
0.363761086993318,3.83351584175707,0.298194551272385,1.71717171717172
0.359407729763161,3.84833581763966,0.298107376655913,1.73737373737374
