"S","CO2","PLFA","Time"
40,0,NA,0
37.3807267408836,0.086636146825506,0.0200126861687447,0.0202020202020202
34.8739338876249,0.172268814386074,0.039332015315092,0.0404040404040404
32.4820029394095,0.256550178477441,0.0577461307835998,0.0606060606060606
30.2063544082428,0.339421916263096,0.0752440985813333,0.0808080808080808
28.0474847325202,0.420841823541823,0.0918222300866916,0.101010101010101
26.0050229068761,0.500783069507781,0.107483637307292,0.121212121212121
24.0777990780946,0.579233219068586,0.122237694944663,0.141414141414141
22.2639219000388,0.656193073599648,0.136099431093422,0.161616161616162
20.5608632625801,0.731675369338534,0.149088864751177,0.181818181818182
18.9655458495904,0.805703393083299,0.161230319103482,0.202020202020202
17.4744315347775,0.878309553603421,0.172551723783116,0.222222222222222
16.0836083577193,0.949533964522455,0.183083936562165,0.242424242424242
14.788873883649,1.01942305647332,0.192860086233664,0.262626262626263
13.585813433223,1.08802826394345,0.201914961300589,0.282828282828283
12.4698720770835,1.15540479869545,0.210284444971514,0.303030303030303
11.4364195361351,1.22161052453419,0.218005002522427,0.323232323232323
10.4808076626787,1.28670495356209,0.225113232627363,0.343434343434343
9.59842017134915,1.35074836116625,0.231645476988977,0.363636363636364
8.78471502957424,1.41380101539651,0.237637485233213,0.383838383838384
8.03525948477637,1.47592254598107,0.24312415363388,0.404040404040404
7.34575812607223,1.53717138681759,0.248139286249336,0.424242424242424
6.71207541367251,1.59760433470071,0.252715419499218,0.444444444444444
6.13025206778403,1.65727623370376,0.256883711883835,0.464646464646465
5.59651674252214,1.71623970378127,0.260673843414991,0.484848484848485
5.10729332705691,1.77454494132926,0.264113947014988,0.505050505050505
4.65920468072589,1.83223961320225,0.267230592707338,0.525252525252525
4.24907322423382,1.88936878414736,0.270048779704686,0.545454545454546
3.87391906809331,1.94597489388348,0.272591951254909,0.565656565656566
3.53095604054874,2.00209777097406,0.274882025979141,0.585858585858586
3.21758615349848,2.0577746760101,0.276939441583042,0.606060606060606
2.93139262616516,2.11304037135592,0.278783209870453,0.626262626262626
2.67013236734745,2.16792720524447,0.280430975972969,0.646464646464647
2.4317276559228,2.22246521065797,0.281899083891695,0.666666666666667
2.21425716112333,2.27668221680761,0.283202647184095,0.686868686868687
2.01594739976007,2.33060395933785,0.284355616254634,0.707070707070707
1.83516368991571,2.38425419899882,0.285370849493665,0.727272727272727
1.67040121879101,2.43765484121181,0.286260183690201,0.747474747474748
1.52027650287231,2.49082605204067,0.287034501092588,0.767676767676768
1.38351896671125,2.54378637401437,0.287703795837713,0.787878787878788
1.25896289003409,2.59655283765528,0.288277237158249,0.808080808080808
1.14553973645532,2.6491410688526,0.288763229822173,0.828282828282828
1.04227084779916,2.70156539168883,0.289169471619143,0.848484848484849
0.948260532563975,2.7538389262122,0.289503007707121,0.868686868686869
0.862689597465193,2.80597368048755,0.289770281499313,0.888888888888889
0.784809272860658,2.85798063741501,0.289977182492078,0.909090909090909
0.713935518197242,2.90986983622454,0.290129090965779,0.929292929292929
0.649443743768657,2.96165044845234,0.290230919545787,0.94949494949495
0.590763905062099,3.01333084968475,0.290287152557905,0.96969696969697
0.537375929911042,3.06491906614675,0.290302114957701,0.98989898989899
0.488805538859137,3.11645098252507,0.290297288633676,1.01010101010101
0.444620351636225,3.167947851035,0.290285224311016,1.03030303030303
0.404426283206765,3.21941149834365,0.290266590718665,1.05050505050505
0.367864255465134,3.27084356468593,0.290241981293681,1.07070707070707
0.334607170831989,3.32224554383829,0.29021193549142,1.09090909090909
0.30435712980281,3.37361879955166,0.290176945879115,1.11111111111111
0.276842887164264,3.42496457390275,0.290137460499547,1.13131313131313
0.251817440734312,3.47628399919439,0.290093887536984,1.15151515151515
0.229055978606044,3.52757810674393,0.290046598447094,1.17171717171717
0.20835391235525,3.57884783582689,0.289995931266,1.19191919191919
0.189525037226737,3.63009404201507,0.289942193677075,1.21212121212121
0.172399916507538,3.68131750442236,0.289885665647568,1.23232323232323
0.15682440015723,3.73251893241301,0.289826601877455,1.25252525252525
0.142658250012622,3.78369897185507,0.289765234084967,1.27272727272727
0.129773882693248,3.83485821082097,0.289701773080669,1.29292929292929
0.11805524286972,3.88599718470119,0.28963641062382,1.31313131313131
0.107396772953174,3.93711638089464,0.289569321126219,1.33333333333333
0.0977024659431122,3.98821624312643,0.289500663220271,1.35353535353535
0.0888850030904944,4.03929717537858,0.289430581177741,1.37373737373737
0.080864969914305,4.09035954546367,0.289359206231133,1.39393939393939
0.0735701440475826,4.14140368828147,0.289286657660861,1.41414141414141
0.0669348464487171,4.19242990876904,0.289213044100473,1.43434343434343
0.0608993488801471,4.24343848463308,0.28913846409707,1.45454545454545
0.0554093355718536,4.29442966890909,0.289063006888479,1.47474747474747
0.0504154118409758,4.34540369148833,0.288986755941151,1.4949494949495
0.0458726629235649,4.3963607614574,0.288909780722137,1.51515151515152
0.0417402463975219,4.44730107236028,0.288832155446171,1.53535353535354
0.0379810199232246,4.49822479702462,0.28875393748944,1.55555555555556
0.0345612090341755,4.5491320950199,0.288675184103901,1.57575757575758
0.0314501002126438,4.60002311066636,0.288595945001585,1.5959595959596
0.028619763487769,4.6508979758478,0.288516266135431,1.61616161616162
0.0260448009719009,4.70175681133138,0.288436190149886,1.63636363636364
0.0237021179199401,4.75259972719013,0.288355755315621,1.65656565656566
0.021570711267657,4.80342682365465,0.288274995930979,1.67676767676768
0.0196314793019134,4.85423819225927,0.288193943383824,1.6969696969697
0.017867050812672,4.90503391672163,0.288112626497584,1.71717171717172
0.0162616291299236,4.95581407362268,0.288031071530239,1.73737373737374
